state,player,mcts_distribution
"[[[0. 1. 0. 1.]
  [0. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 0. 1. 0.]
  [1. 1. 0. 1.]
  [0. 0. 1. 0.]]]",1,"[('0000', 0.5), ('0100', 0.5), ('0202', 0.0), ('0300', 0.0)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.030303030303030304), ('0002', 0.06060606060606061), ('0003', 0.06060606060606061), ('0100', 0.020202020202020204), ('0101', 0.12121212121212122), ('0102', 0.030303030303030304), ('0103', 0.0707070707070707), ('0200', 0.030303030303030304), ('0201', 0.06060606060606061), ('0202', 0.1111111111111111), ('0203', 0.06060606060606061), ('0300', 0.1414141414141414), ('0301', 0.12121212121212122), ('0302', 0.06060606060606061), ('0303', 0.020202020202020204)]"
"[[[0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",-1,"[('0000', 0.06060606060606061), ('0002', 0.010101010101010102), ('0003', 0.04040404040404041), ('0100', 0.1414141414141414), ('0102', 0.0707070707070707), ('0103', 0.010101010101010102), ('0200', 0.050505050505050504), ('0201', 0.0707070707070707), ('0202', 0.06060606060606061), ('0203', 0.10101010101010101), ('0301', 0.1111111111111111), ('0302', 0.1414141414141414), ('0303', 0.13131313131313133)]"
"[[[0. 1. 0. 1.]
  [1. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 0. 1. 0.]
  [1. 1. 0. 1.]
  [0. 0. 1. 0.]]]",-1,"[('0000', 1.0), ('0202', 0.0), ('0300', 0.0)]"
"[[[0. 1. 0. 1.]
  [0. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 0. 1. 0.]
  [1. 0. 0. 1.]
  [0. 0. 1. 0.]]]",-1,"[('0000', 0.125), ('0100', 0.25), ('0201', 0.375), ('0202', 0.125), ('0300', 0.125)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0000', 0.04040404040404041), ('0002', 0.04040404040404041), ('0003', 0.020202020202020204), ('0100', 0.0707070707070707), ('0101', 0.16161616161616163), ('0102', 0.13131313131313133), ('0103', 0.10101010101010101), ('0200', 0.020202020202020204), ('0201', 0.04040404040404041), ('0202', 0.10101010101010101), ('0203', 0.04040404040404041), ('0301', 0.10101010101010101), ('0302', 0.020202020202020204), ('0303', 0.1111111111111111)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.04040404040404041), ('0001', 0.10101010101010101), ('0002', 0.06060606060606061), ('0003', 0.030303030303030304), ('0100', 0.0707070707070707), ('0101', 0.0707070707070707), ('0102', 0.04040404040404041), ('0103', 0.020202020202020204), ('0200', 0.06060606060606061), ('0201', 0.0707070707070707), ('0202', 0.06060606060606061), ('0203', 0.09090909090909091), ('0300', 0.06060606060606061), ('0301', 0.06060606060606061), ('0302', 0.09090909090909091), ('0303', 0.0707070707070707)]"
"[[[0. 0. 0. 1.]
  [0. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 0. 1. 0.]
  [1. 0. 0. 1.]
  [0. 0. 1. 0.]]]",1,"[('0000', 0.25), ('0001', 0.25), ('0100', 0.25), ('0201', 0.25), ('0202', 0.0), ('0300', 0.0)]"
"[[[0. 1. 0. 1.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [1. 0. 1. 0.]]]",-1,"[('0000', 0.1), ('0002', 0.1), ('0100', 0.3), ('0102', 0.05), ('0103', 0.1), ('0200', 0.1), ('0201', 0.05), ('0203', 0.15), ('0303', 0.05)]"
"[[[0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [1. 0. 1. 0.]]]",1,"[('0000', 0.14285714285714285), ('0002', 0.14285714285714285), ('0003', 0.14285714285714285), ('0100', 0.14285714285714285), ('0102', 0.14285714285714285), ('0103', 0.14285714285714285), ('0200', 0.14285714285714285), ('0201', 0.0), ('0203', 0.0), ('0303', 0.0)]"
"[[[0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 1. 0.]]]",-1,"[('0000', 0.15151515151515152), ('0002', 0.030303030303030304), ('0003', 0.030303030303030304), ('0100', 0.030303030303030304), ('0102', 0.21212121212121213), ('0103', 0.030303030303030304), ('0200', 0.030303030303030304), ('0201', 0.18181818181818182), ('0202', 0.24242424242424243), ('0203', 0.030303030303030304), ('0303', 0.030303030303030304)]"
"[[[0. 1. 0. 1.]
  [0. 1. 1. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]]

 [[0. 0. 0. 0.]
  [1. 0. 0. 0.]
  [0. 0. 1. 0.]
  [1. 0. 1. 0.]]]",-1,"[('0000', 0.058823529411764705), ('0002', 0.11764705882352941), ('0103', 0.11764705882352941), ('0200', 0.058823529411764705), ('0201', 0.5294117647058824), ('0203', 0.058823529411764705), ('0303', 0.058823529411764705)]"
"[[[0. 1. 0. 1.]
  [0. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 1. 0. 0.]]

 [[1. 0. 0. 0.]
  [1. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 1. 0.]]]",1,"[('0002', 0.25), ('0103', 0.25), ('0203', 0.25), ('0303', 0.25)]"
"[[[0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 1. 0.]]]",1,"[('0000', 0.13131313131313133), ('0002', 0.04040404040404041), ('0003', 0.020202020202020204), ('0100', 0.1111111111111111), ('0102', 0.020202020202020204), ('0103', 0.10101010101010101), ('0200', 0.1111111111111111), ('0201', 0.09090909090909091), ('0202', 0.020202020202020204), ('0203', 0.1414141414141414), ('0301', 0.1717171717171717), ('0303', 0.04040404040404041)]"
"[[[0. 1. 0. 1.]
  [0. 1. 1. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]]

 [[0. 0. 0. 0.]
  [1. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 1. 0.]]]",1,"[('0000', 0.16666666666666666), ('0002', 0.16666666666666666), ('0103', 0.16666666666666666), ('0200', 0.16666666666666666), ('0203', 0.16666666666666666), ('0303', 0.16666666666666666)]"
"[[[0. 1. 0. 1.]
  [0. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 1. 0. 1.]]

 [[1. 0. 0. 0.]
  [1. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 1. 0.]]]",-1,"[('0002', 1.0), ('0103', 0.0), ('0203', 0.0)]"
"[[[0. 1. 0. 1.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]]

 [[0. 0. 0. 0.]
  [1. 0. 0. 0.]
  [0. 0. 1. 0.]
  [1. 0. 1. 0.]]]",1,"[('0000', 0.2), ('0002', 0.2), ('0102', 0.2), ('0103', 0.2), ('0200', 0.2), ('0201', 0.0), ('0203', 0.0), ('0303', 0.0)]"
"[[[0. 1. 0. 1.]
  [0. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 1. 0. 0.]]

 [[0. 0. 0. 0.]
  [1. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 1. 0.]]]",-1,"[('0000', 0.5), ('0002', 0.5), ('0103', 0.0), ('0203', 0.0), ('0303', 0.0)]"
"[[[0. 0. 1. 0.]
  [0. 0. 1. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.14285714285714285), ('0001', 0.14285714285714285), ('0100', 0.14285714285714285), ('0103', 0.14285714285714285), ('0200', 0.14285714285714285), ('0203', 0.14285714285714285), ('0300', 0.14285714285714285), ('0301', 0.0), ('0302', 0.0), ('0303', 0.0)]"
"[[[0. 0. 1. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.012987012987012988), ('0001', 0.03896103896103896), ('0100', 0.11688311688311688), ('0102', 0.5844155844155844), ('0103', 0.03896103896103896), ('0200', 0.05194805194805195), ('0201', 0.012987012987012988), ('0203', 0.03896103896103896), ('0300', 0.03896103896103896), ('0301', 0.012987012987012988), ('0302', 0.012987012987012988), ('0303', 0.03896103896103896)]"
"[[[0. 1. 0. 1.]
  [0. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 1. 0. 1.]]

 [[1. 0. 1. 0.]
  [1. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 1. 0.]]]",1,"[('0103', 0.5), ('0203', 0.5)]"
"[[[0. 0. 1. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.020202020202020204), ('0001', 0.020202020202020204), ('0100', 0.020202020202020204), ('0101', 0.21212121212121213), ('0102', 0.12121212121212122), ('0103', 0.04040404040404041), ('0200', 0.06060606060606061), ('0201', 0.020202020202020204), ('0203', 0.020202020202020204), ('0300', 0.1717171717171717), ('0301', 0.04040404040404041), ('0302', 0.13131313131313133), ('0303', 0.12121212121212122)]"
"[[[0. 0. 1. 0.]
  [0. 0. 1. 1.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.07142857142857142), ('0001', 0.07142857142857142), ('0100', 0.07142857142857142), ('0200', 0.07142857142857142), ('0203', 0.07142857142857142), ('0300', 0.42857142857142855), ('0301', 0.07142857142857142), ('0302', 0.07142857142857142), ('0303', 0.07142857142857142)]"
"[[[0. 0. 1. 0.]
  [0. 0. 1. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.09302325581395349), ('0001', 0.09302325581395349), ('0100', 0.09302325581395349), ('0103', 0.09302325581395349), ('0200', 0.09302325581395349), ('0201', 0.18604651162790697), ('0203', 0.06976744186046512), ('0300', 0.06976744186046512), ('0301', 0.06976744186046512), ('0302', 0.06976744186046512), ('0303', 0.06976744186046512)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.030303030303030304), ('0001', 0.04040404040404041), ('0002', 0.020202020202020204), ('0003', 0.06060606060606061), ('0100', 0.030303030303030304), ('0101', 0.0707070707070707), ('0102', 0.08080808080808081), ('0103', 0.020202020202020204), ('0200', 0.1414141414141414), ('0201', 0.08080808080808081), ('0202', 0.16161616161616163), ('0203', 0.0707070707070707), ('0300', 0.08080808080808081), ('0301', 0.030303030303030304), ('0302', 0.04040404040404041), ('0303', 0.04040404040404041)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.0707070707070707), ('0001', 0.04040404040404041), ('0002', 0.020202020202020204), ('0003', 0.1919191919191919), ('0100', 0.13131313131313133), ('0101', 0.0707070707070707), ('0102', 0.10101010101010101), ('0103', 0.020202020202020204), ('0200', 0.10101010101010101), ('0201', 0.04040404040404041), ('0203', 0.0707070707070707), ('0300', 0.020202020202020204), ('0301', 0.04040404040404041), ('0302', 0.04040404040404041), ('0303', 0.04040404040404041)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.04040404040404041), ('0001', 0.04040404040404041), ('0002', 0.20202020202020202), ('0100', 0.04040404040404041), ('0101', 0.06060606060606061), ('0102', 0.020202020202020204), ('0103', 0.09090909090909091), ('0200', 0.020202020202020204), ('0201', 0.06060606060606061), ('0203', 0.15151515151515152), ('0300', 0.020202020202020204), ('0301', 0.09090909090909091), ('0302', 0.1414141414141414), ('0303', 0.020202020202020204)]"
"[[[0. 1. 1. 0.]
  [0. 0. 1. 1.]
  [1. 0. 1. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [1. 1. 1. 0.]]]",-1,"[('0000', 0.5), ('0100', 0.5), ('0303', 0.0)]"
"[[[0. 0. 1. 0.]
  [0. 0. 1. 1.]
  [1. 0. 1. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [1. 1. 1. 0.]]]",1,"[('0000', 0.3333333333333333), ('0001', 0.3333333333333333), ('0100', 0.3333333333333333), ('0303', 0.0)]"
"[[[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.030303030303030304), ('0001', 0.13131313131313133), ('0002', 0.030303030303030304), ('0100', 0.030303030303030304), ('0101', 0.030303030303030304), ('0102', 0.08080808080808081), ('0103', 0.09090909090909091), ('0200', 0.08080808080808081), ('0201', 0.08080808080808081), ('0202', 0.13131313131313133), ('0203', 0.020202020202020204), ('0300', 0.030303030303030304), ('0301', 0.09090909090909091), ('0302', 0.1111111111111111), ('0303', 0.030303030303030304)]"
"[[[0. 0. 1. 0.]
  [0. 0. 1. 1.]
  [1. 0. 1. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [1. 1. 0. 0.]]]",-1,"[('0000', 0.2), ('0001', 0.1), ('0100', 0.1), ('0302', 0.4), ('0303', 0.2)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.020202020202020204), ('0001', 0.020202020202020204), ('0002', 0.020202020202020204), ('0003', 0.25252525252525254), ('0100', 0.06060606060606061), ('0101', 0.09090909090909091), ('0102', 0.13131313131313133), ('0103', 0.04040404040404041), ('0200', 0.04040404040404041), ('0201', 0.020202020202020204), ('0202', 0.020202020202020204), ('0203', 0.04040404040404041), ('0300', 0.08080808080808081), ('0301', 0.0707070707070707), ('0302', 0.0707070707070707), ('0303', 0.020202020202020204)]"
"[[[0. 1. 1. 0.]
  [0. 0. 1. 1.]
  [1. 0. 1. 1.]
  [0. 0. 0. 0.]]

 [[1. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [1. 1. 1. 0.]]]",1,"[('0100', 1.0), ('0303', 0.0)]"
"[[[0. 0. 1. 0.]
  [0. 0. 1. 1.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0000', 0.2), ('0001', 0.2), ('0100', 0.2), ('0200', 0.2), ('0203', 0.2), ('0301', 0.0), ('0302', 0.0), ('0303', 0.0)]"
"[[[0. 0. 1. 0.]
  [0. 0. 1. 1.]
  [0. 0. 1. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 0.]]]",-1,"[('0000', 0.2857142857142857), ('0001', 0.07142857142857142), ('0100', 0.07142857142857142), ('0200', 0.07142857142857142), ('0301', 0.35714285714285715), ('0302', 0.07142857142857142), ('0303', 0.07142857142857142)]"
"[[[0. 0. 1. 0.]
  [0. 0. 1. 1.]
  [0. 0. 1. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [0. 1. 0. 0.]
  [1. 1. 0. 0.]]]",1,"[('0000', 0.25), ('0001', 0.25), ('0100', 0.25), ('0200', 0.25), ('0302', 0.0), ('0303', 0.0)]"
"[[[1. 0. 0. 1.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]
  [1. 0. 0. 0.]]

 [[0. 1. 0. 0.]
  [0. 0. 1. 1.]
  [0. 1. 1. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0002', 0.2), ('0100', 0.2), ('0301', 0.2), ('0302', 0.2), ('0303', 0.2)]"
"[[[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]
  [1. 0. 0. 0.]]

 [[0. 1. 0. 0.]
  [0. 0. 1. 1.]
  [0. 1. 1. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 1.0), ('0002', 0.0), ('0100', 0.0), ('0301', 0.0), ('0302', 0.0), ('0303', 0.0)]"
"[[[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 1.]
  [1. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 1.]
  [0. 1. 1. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.16129032258064516), ('0001', 0.06451612903225806), ('0002', 0.06451612903225806), ('0100', 0.06451612903225806), ('0101', 0.1935483870967742), ('0102', 0.16129032258064516), ('0200', 0.0967741935483871), ('0301', 0.06451612903225806), ('0302', 0.06451612903225806), ('0303', 0.06451612903225806)]"
"[[[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.04040404040404041), ('0001', 0.020202020202020204), ('0002', 0.06060606060606061), ('0100', 0.12121212121212122), ('0101', 0.04040404040404041), ('0102', 0.04040404040404041), ('0103', 0.04040404040404041), ('0200', 0.09090909090909091), ('0201', 0.2222222222222222), ('0203', 0.1717171717171717), ('0301', 0.020202020202020204), ('0302', 0.09090909090909091), ('0303', 0.04040404040404041)]"
"[[[0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]
  [1. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 1. 1.]
  [0. 1. 1. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.1111111111111111), ('0001', 0.2222222222222222), ('0002', 0.1111111111111111), ('0100', 0.1111111111111111), ('0301', 0.1111111111111111), ('0302', 0.1111111111111111), ('0303', 0.2222222222222222)]"
"[[[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.020202020202020204), ('0001', 0.020202020202020204), ('0002', 0.06060606060606061), ('0100', 0.1111111111111111), ('0101', 0.020202020202020204), ('0102', 0.1414141414141414), ('0103', 0.06060606060606061), ('0200', 0.020202020202020204), ('0201', 0.10101010101010101), ('0203', 0.0707070707070707), ('0300', 0.23232323232323232), ('0301', 0.050505050505050504), ('0302', 0.0707070707070707), ('0303', 0.020202020202020204)]"
