state,player,mcts_distribution
"[[[1. 0. 0. 1.]
  [0. 1. 0. 0.]
  [1. 0. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 1. 0.]
  [1. 0. 0. 0.]
  [0. 1. 1. 0.]
  [0. 1. 0. 0.]]]",-1,"[('0001', 0.2), ('0102', 0.2), ('0103', 0.2), ('0203', 0.2), ('0302', 0.2)]"
"[[[1. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]]]",1,"[('0001', 0.030303030303030304), ('0002', 0.030303030303030304), ('0003', 0.09090909090909091), ('0100', 0.020202020202020204), ('0101', 0.020202020202020204), ('0102', 0.050505050505050504), ('0103', 0.050505050505050504), ('0200', 0.10101010101010101), ('0201', 0.020202020202020204), ('0202', 0.020202020202020204), ('0203', 0.020202020202020204), ('0300', 0.23232323232323232), ('0302', 0.2222222222222222), ('0303', 0.09090909090909091)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.030303030303030304), ('0002', 0.020202020202020204), ('0003', 0.09090909090909091), ('0100', 0.030303030303030304), ('0101', 0.050505050505050504), ('0102', 0.1111111111111111), ('0103', 0.030303030303030304), ('0200', 0.0707070707070707), ('0201', 0.12121212121212122), ('0202', 0.1717171717171717), ('0203', 0.050505050505050504), ('0300', 0.050505050505050504), ('0301', 0.050505050505050504), ('0302', 0.04040404040404041), ('0303', 0.08080808080808081)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 1. 0.]]]",-1,"[('0000', 0.06060606060606061), ('0002', 0.10101010101010101), ('0003', 0.04040404040404041), ('0100', 0.08080808080808081), ('0101', 0.020202020202020204), ('0102', 0.15151515151515152), ('0103', 0.04040404040404041), ('0200', 0.020202020202020204), ('0203', 0.1111111111111111), ('0300', 0.15151515151515152), ('0301', 0.2222222222222222)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",1,"[('0000', 0.3333333333333333), ('0003', 0.3333333333333333), ('0100', 0.3333333333333333), ('0101', 0.0), ('0102', 0.0), ('0103', 0.0), ('0200', 0.0), ('0203', 0.0)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.020202020202020204), ('0001', 0.13131313131313133), ('0002', 0.030303030303030304), ('0003', 0.0707070707070707), ('0100', 0.020202020202020204), ('0101', 0.12121212121212122), ('0102', 0.1111111111111111), ('0103', 0.08080808080808081), ('0200', 0.020202020202020204), ('0201', 0.08080808080808081), ('0202', 0.050505050505050504), ('0203', 0.050505050505050504), ('0300', 0.0707070707070707), ('0301', 0.06060606060606061), ('0302', 0.020202020202020204), ('0303', 0.06060606060606061)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.04040404040404041), ('0002', 0.06060606060606061), ('0003', 0.08080808080808081), ('0100', 0.04040404040404041), ('0101', 0.09090909090909091), ('0102', 0.08080808080808081), ('0103', 0.10101010101010101), ('0200', 0.08080808080808081), ('0201', 0.18181818181818182), ('0203', 0.050505050505050504), ('0300', 0.06060606060606061), ('0301', 0.050505050505050504), ('0302', 0.020202020202020204), ('0303', 0.06060606060606061)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.020202020202020204), ('0002', 0.050505050505050504), ('0003', 0.12121212121212122), ('0100', 0.06060606060606061), ('0101', 0.06060606060606061), ('0102', 0.020202020202020204), ('0103', 0.020202020202020204), ('0200', 0.06060606060606061), ('0203', 0.050505050505050504), ('0300', 0.10101010101010101), ('0301', 0.18181818181818182), ('0302', 0.21212121212121213), ('0303', 0.04040404040404041)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",1,"[('0000', 0.08974358974358974), ('0002', 0.14102564102564102), ('0003', 0.05128205128205128), ('0100', 0.02564102564102564), ('0101', 0.11538461538461539), ('0102', 0.05128205128205128), ('0103', 0.23076923076923078), ('0200', 0.02564102564102564), ('0203', 0.02564102564102564), ('0300', 0.24358974358974358)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",-1,"[('0000', 0.08695652173913043), ('0002', 0.17391304347826086), ('0003', 0.08695652173913043), ('0100', 0.08695652173913043), ('0101', 0.08695652173913043), ('0102', 0.13043478260869565), ('0103', 0.13043478260869565), ('0200', 0.08695652173913043), ('0203', 0.13043478260869565)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 1. 0.]]]",1,"[('0000', 0.010101010101010102), ('0002', 0.030303030303030304), ('0003', 0.010101010101010102), ('0100', 0.030303030303030304), ('0101', 0.1414141414141414), ('0102', 0.050505050505050504), ('0103', 0.06060606060606061), ('0200', 0.0707070707070707), ('0203', 0.06060606060606061), ('0300', 0.15151515151515152), ('0301', 0.1919191919191919), ('0303', 0.1919191919191919)]"
"[[[1. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 1. 0. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",1,"[('0003', 0.6428571428571429), ('0100', 0.07142857142857142), ('0102', 0.07142857142857142), ('0103', 0.07142857142857142), ('0200', 0.07142857142857142), ('0203', 0.07142857142857142)]"
"[[[1. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 1. 1. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",1,"[('0100', 0.1111111111111111), ('0103', 0.1111111111111111), ('0200', 0.6666666666666666), ('0203', 0.1111111111111111)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0000', 0.08080808080808081), ('0001', 0.06060606060606061), ('0002', 0.0707070707070707), ('0003', 0.12121212121212122), ('0100', 0.020202020202020204), ('0101', 0.09090909090909091), ('0102', 0.0707070707070707), ('0103', 0.0707070707070707), ('0200', 0.020202020202020204), ('0201', 0.09090909090909091), ('0203', 0.06060606060606061), ('0301', 0.04040404040404041), ('0302', 0.0707070707070707), ('0303', 0.13131313131313133)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.050505050505050504), ('0001', 0.050505050505050504), ('0002', 0.08080808080808081), ('0003', 0.030303030303030304), ('0100', 0.030303030303030304), ('0101', 0.10101010101010101), ('0102', 0.050505050505050504), ('0103', 0.020202020202020204), ('0200', 0.020202020202020204), ('0201', 0.1414141414141414), ('0202', 0.18181818181818182), ('0203', 0.020202020202020204), ('0300', 0.050505050505050504), ('0301', 0.020202020202020204), ('0302', 0.12121212121212122), ('0303', 0.030303030303030304)]"
"[[[1. 1. 0. 1.]
  [0. 0. 0. 0.]
  [1. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 1. 1. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",-1,"[('0100', 0.5), ('0103', 0.25), ('0203', 0.25)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.050505050505050504), ('0001', 0.06060606060606061), ('0002', 0.13131313131313133), ('0003', 0.06060606060606061), ('0100', 0.050505050505050504), ('0101', 0.020202020202020204), ('0102', 0.09090909090909091), ('0103', 0.050505050505050504), ('0200', 0.09090909090909091), ('0201', 0.030303030303030304), ('0203', 0.030303030303030304), ('0300', 0.1919191919191919), ('0301', 0.09090909090909091), ('0302', 0.020202020202020204), ('0303', 0.030303030303030304)]"
"[[[1. 1. 0. 1.]
  [0. 0. 0. 0.]
  [1. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 1. 0.]
  [1. 1. 1. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",1,"[('0103', 0.5), ('0203', 0.5)]"
"[[[1. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",-1,"[('0003', 0.08), ('0100', 0.08), ('0101', 0.52), ('0102', 0.08), ('0103', 0.08), ('0200', 0.08), ('0203', 0.08)]"
"[[[1. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[0. 0. 1. 0.]
  [0. 1. 0. 0.]
  [0. 0. 1. 0.]
  [0. 1. 1. 0.]]]",-1,"[('0100', 0.125), ('0102', 0.375), ('0103', 0.125), ('0200', 0.25), ('0203', 0.125)]"
"[[[0. 1. 0. 0.]
  [1. 0. 0. 0.]
  [1. 0. 1. 1.]
  [0. 0. 0. 1.]]

 [[1. 0. 1. 1.]
  [0. 1. 1. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0103', 1.0), ('0201', 0.0), ('0301', 0.0), ('0302', 0.0)]"
"[[[0. 1. 0. 0.]
  [1. 0. 0. 0.]
  [1. 0. 1. 1.]
  [0. 0. 0. 1.]]

 [[1. 0. 1. 1.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",-1,"[('0102', 0.5), ('0103', 0.5), ('0201', 0.0), ('0301', 0.0), ('0302', 0.0)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0000', 0.09090909090909091), ('0001', 0.09090909090909091), ('0002', 0.050505050505050504), ('0100', 0.20202020202020202), ('0101', 0.09090909090909091), ('0102', 0.0707070707070707), ('0103', 0.09090909090909091), ('0200', 0.030303030303030304), ('0201', 0.030303030303030304), ('0203', 0.030303030303030304), ('0301', 0.1919191919191919), ('0302', 0.030303030303030304)]"
"[[[0. 1. 0. 0.]
  [1. 0. 0. 0.]
  [1. 0. 1. 0.]
  [0. 0. 0. 1.]]

 [[1. 0. 1. 1.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0102', 0.18181818181818182), ('0103', 0.18181818181818182), ('0201', 0.18181818181818182), ('0203', 0.18181818181818182), ('0301', 0.18181818181818182), ('0302', 0.09090909090909091)]"
"[[[0. 0. 0. 0.]
  [1. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 1. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0000', 0.06060606060606061), ('0001', 0.2727272727272727), ('0101', 0.21212121212121213), ('0102', 0.04040404040404041), ('0103', 0.09090909090909091), ('0200', 0.09090909090909091), ('0201', 0.13131313131313133), ('0203', 0.04040404040404041), ('0301', 0.030303030303030304), ('0302', 0.030303030303030304)]"
"[[[0. 1. 0. 0.]
  [1. 0. 0. 0.]
  [1. 0. 1. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 1. 1.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",-1,"[('0000', 0.3333333333333333), ('0102', 0.3333333333333333), ('0103', 0.3333333333333333), ('0201', 0.0), ('0203', 0.0), ('0301', 0.0), ('0302', 0.0)]"
"[[[0. 1. 0. 0.]
  [1. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 1. 1.]
  [0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0000', 0.09090909090909091), ('0102', 0.09090909090909091), ('0103', 0.09090909090909091), ('0200', 0.36363636363636365), ('0201', 0.09090909090909091), ('0203', 0.09090909090909091), ('0301', 0.09090909090909091), ('0302', 0.09090909090909091)]"
"[[[0. 1. 0. 0.]
  [1. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 1. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",-1,"[('0000', 0.1016949152542373), ('0101', 0.1864406779661017), ('0102', 0.1016949152542373), ('0103', 0.01694915254237288), ('0200', 0.1694915254237288), ('0201', 0.1694915254237288), ('0203', 0.03389830508474576), ('0301', 0.1864406779661017), ('0302', 0.03389830508474576)]"
"[[[0. 0. 0. 0.]
  [1. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",-1,"[('0000', 0.030303030303030304), ('0001', 0.18181818181818182), ('0002', 0.1919191919191919), ('0101', 0.020202020202020204), ('0102', 0.06060606060606061), ('0103', 0.010101010101010102), ('0200', 0.010101010101010102), ('0201', 0.1111111111111111), ('0203', 0.13131313131313133), ('0301', 0.10101010101010101), ('0302', 0.15151515151515152)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 1.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",-1,"[('0000', 0.04040404040404041), ('0001', 0.020202020202020204), ('0002', 0.12121212121212122), ('0003', 0.15151515151515152), ('0100', 0.050505050505050504), ('0101', 0.04040404040404041), ('0102', 0.050505050505050504), ('0103', 0.04040404040404041), ('0200', 0.12121212121212122), ('0201', 0.0707070707070707), ('0203', 0.10101010101010101), ('0301', 0.1111111111111111), ('0302', 0.08080808080808081)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.10714285714285714), ('0002', 0.03571428571428571), ('0003', 0.10714285714285714), ('0100', 0.03571428571428571), ('0101', 0.25), ('0103', 0.03571428571428571), ('0202', 0.17857142857142858), ('0203', 0.07142857142857142), ('0301', 0.10714285714285714), ('0302', 0.03571428571428571), ('0303', 0.03571428571428571)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.08080808080808081), ('0002', 0.08080808080808081), ('0003', 0.0707070707070707), ('0100', 0.020202020202020204), ('0101', 0.1717171717171717), ('0103', 0.020202020202020204), ('0201', 0.21212121212121213), ('0202', 0.15151515151515152), ('0203', 0.020202020202020204), ('0301', 0.050505050505050504), ('0302', 0.050505050505050504), ('0303', 0.0707070707070707)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.050505050505050504), ('0002', 0.050505050505050504), ('0003', 0.1717171717171717), ('0100', 0.020202020202020204), ('0101', 0.09090909090909091), ('0103', 0.020202020202020204), ('0200', 0.23232323232323232), ('0201', 0.16161616161616163), ('0202', 0.020202020202020204), ('0203', 0.04040404040404041), ('0301', 0.020202020202020204), ('0302', 0.050505050505050504), ('0303', 0.0707070707070707)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.13333333333333333), ('0002', 0.13333333333333333), ('0003', 0.26666666666666666), ('0100', 0.06666666666666667), ('0103', 0.06666666666666667), ('0202', 0.06666666666666667), ('0203', 0.06666666666666667), ('0301', 0.06666666666666667), ('0302', 0.06666666666666667), ('0303', 0.06666666666666667)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.020202020202020204), ('0002', 0.020202020202020204), ('0003', 0.020202020202020204), ('0100', 0.04040404040404041), ('0101', 0.0707070707070707), ('0102', 0.21212121212121213), ('0103', 0.020202020202020204), ('0200', 0.08080808080808081), ('0201', 0.020202020202020204), ('0202', 0.13131313131313133), ('0203', 0.0707070707070707), ('0300', 0.020202020202020204), ('0301', 0.13131313131313133), ('0302', 0.0707070707070707), ('0303', 0.0707070707070707)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.030303030303030304), ('0001', 0.1414141414141414), ('0002', 0.050505050505050504), ('0003', 0.06060606060606061), ('0100', 0.06060606060606061), ('0101', 0.10101010101010101), ('0102', 0.020202020202020204), ('0103', 0.13131313131313133), ('0200', 0.030303030303030304), ('0201', 0.06060606060606061), ('0202', 0.050505050505050504), ('0203', 0.06060606060606061), ('0300', 0.020202020202020204), ('0301', 0.030303030303030304), ('0302', 0.050505050505050504), ('0303', 0.10101010101010101)]"
"[[[0. 1. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 1. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.020202020202020204), ('0002', 0.020202020202020204), ('0003', 0.0707070707070707), ('0100', 0.15151515151515152), ('0101', 0.020202020202020204), ('0103', 0.04040404040404041), ('0200', 0.0707070707070707), ('0201', 0.04040404040404041), ('0202', 0.0707070707070707), ('0203', 0.10101010101010101), ('0300', 0.15151515151515152), ('0301', 0.04040404040404041), ('0302', 0.13131313131313133), ('0303', 0.0707070707070707)]"
"[[[0. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.3333333333333333), ('0002', 0.3333333333333333), ('0100', 0.3333333333333333), ('0103', 0.0), ('0202', 0.0), ('0203', 0.0), ('0301', 0.0), ('0302', 0.0), ('0303', 0.0)]"
"[[[0. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[1. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0002', 0.5), ('0100', 0.5), ('0103', 0.0), ('0202', 0.0), ('0203', 0.0), ('0301', 0.0), ('0302', 0.0)]"
"[[[0. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 0.]]

 [[1. 0. 0. 0.]
  [0. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0002', 0.18181818181818182), ('0100', 0.09090909090909091), ('0103', 0.18181818181818182), ('0202', 0.09090909090909091), ('0203', 0.09090909090909091), ('0301', 0.09090909090909091), ('0302', 0.09090909090909091), ('0303', 0.18181818181818182)]"
"[[[0. 1. 0. 1.]
  [0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [1. 1. 0. 1.]]

 [[1. 0. 1. 0.]
  [1. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0202', 0.3333333333333333), ('0203', 0.3333333333333333), ('0302', 0.3333333333333333)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.050505050505050504), ('0001', 0.06060606060606061), ('0002', 0.09090909090909091), ('0003', 0.04040404040404041), ('0100', 0.04040404040404041), ('0101', 0.09090909090909091), ('0102', 0.06060606060606061), ('0103', 0.06060606060606061), ('0200', 0.020202020202020204), ('0201', 0.020202020202020204), ('0202', 0.12121212121212122), ('0203', 0.1414141414141414), ('0300', 0.050505050505050504), ('0301', 0.06060606060606061), ('0302', 0.030303030303030304), ('0303', 0.06060606060606061)]"
"[[[0. 1. 0. 1.]
  [0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[1. 0. 0. 0.]
  [1. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0002', 0.1111111111111111), ('0103', 0.3333333333333333), ('0202', 0.2222222222222222), ('0203', 0.1111111111111111), ('0301', 0.1111111111111111), ('0302', 0.1111111111111111)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.10101010101010101), ('0001', 0.10101010101010101), ('0002', 0.050505050505050504), ('0003', 0.1111111111111111), ('0100', 0.06060606060606061), ('0101', 0.06060606060606061), ('0102', 0.06060606060606061), ('0103', 0.06060606060606061), ('0200', 0.020202020202020204), ('0201', 0.1111111111111111), ('0202', 0.050505050505050504), ('0300', 0.030303030303030304), ('0301', 0.08080808080808081), ('0302', 0.0707070707070707), ('0303', 0.030303030303030304)]"
"[[[0. 1. 0. 1.]
  [0. 0. 0. 1.]
  [0. 1. 0. 0.]
  [1. 0. 0. 1.]]

 [[1. 0. 0. 0.]
  [1. 1. 1. 0.]
  [1. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0002', 0.2), ('0202', 0.2), ('0203', 0.2), ('0301', 0.2), ('0302', 0.2)]"
"[[[0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",-1,"[('0000', 0.08080808080808081), ('0001', 0.030303030303030304), ('0002', 0.030303030303030304), ('0100', 0.050505050505050504), ('0102', 0.08080808080808081), ('0103', 0.12121212121212122), ('0200', 0.06060606060606061), ('0201', 0.1414141414141414), ('0202', 0.0707070707070707), ('0300', 0.15151515151515152), ('0301', 0.10101010101010101), ('0302', 0.06060606060606061), ('0303', 0.020202020202020204)]"
"[[[0. 0. 0. 0.]
  [0. 1. 1. 1.]
  [0. 0. 0. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 1. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 1. 0. 0.]]]",1,"[('0000', 0.0425531914893617), ('0001', 0.6170212765957447), ('0100', 0.0425531914893617), ('0200', 0.0851063829787234), ('0201', 0.0425531914893617), ('0202', 0.0425531914893617), ('0302', 0.0425531914893617), ('0303', 0.0851063829787234)]"
"[[[0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]]]",1,"[('0000', 0.04040404040404041), ('0001', 0.10101010101010101), ('0002', 0.08080808080808081), ('0100', 0.04040404040404041), ('0101', 0.18181818181818182), ('0102', 0.15151515151515152), ('0103', 0.04040404040404041), ('0200', 0.1111111111111111), ('0201', 0.1111111111111111), ('0202', 0.020202020202020204), ('0300', 0.020202020202020204), ('0301', 0.04040404040404041), ('0302', 0.020202020202020204), ('0303', 0.04040404040404041)]"
"[[[0. 0. 0. 0.]
  [0. 1. 0. 0.]
  [0. 0. 0. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 0. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 0. 0. 0.]]]",1,"[('0000', 0.10101010101010101), ('0001', 0.06060606060606061), ('0002', 0.13131313131313133), ('0100', 0.04040404040404041), ('0102', 0.25252525252525254), ('0103', 0.09090909090909091), ('0200', 0.020202020202020204), ('0201', 0.06060606060606061), ('0202', 0.13131313131313133), ('0301', 0.020202020202020204), ('0302', 0.020202020202020204), ('0303', 0.0707070707070707)]"
"[[[0. 1. 0. 0.]
  [0. 1. 1. 1.]
  [0. 0. 0. 1.]
  [0. 0. 0. 0.]]

 [[0. 0. 1. 1.]
  [0. 0. 0. 0.]
  [0. 0. 0. 0.]
  [1. 1. 1. 0.]]]",1,"[('0000', 0.2), ('0100', 0.2), ('0200', 0.2), ('0201', 0.2), ('0202', 0.2), ('0303', 0.0)]"
