state,player,mcts_distribution
"[[[0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 0. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0001', 0.2), ('0002', 0.2), ('0100', 0.2), ('0101', 0.2), ('0102', 0.2), ('0103', 0.0), ('0303', 0.0), ('0400', 0.0), ('0401', 0.0), ('0402', 0.0), ('0403', 0.0), ('0404', 0.0)]"
"[[[0. 0. 0. 1. 0.]
  [0. 0. 0. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 0.]]]",1,"[('0002', 0.14285714285714285), ('0100', 0.14285714285714285), ('0101', 0.14285714285714285), ('0102', 0.14285714285714285), ('0400', 0.14285714285714285), ('0401', 0.14285714285714285), ('0402', 0.14285714285714285), ('0403', 0.0), ('0404', 0.0)]"
"[[[0. 0. 1. 1. 0.]
  [1. 0. 0. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 1.]]]",-1,"[('0101', 0.2), ('0102', 0.2), ('0400', 0.2), ('0401', 0.2), ('0402', 0.2), ('0403', 0.0)]"
"[[[0. 0. 1. 1. 0.]
  [0. 0. 0. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0100', 0.07407407407407407), ('0101', 0.14814814814814814), ('0102', 0.07407407407407407), ('0400', 0.07407407407407407), ('0401', 0.14814814814814814), ('0402', 0.14814814814814814), ('0403', 0.07407407407407407), ('0404', 0.25925925925925924)]"
"[[[0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",1,"[('0002', 0.04878048780487805), ('0100', 0.024390243902439025), ('0101', 0.04878048780487805), ('0102', 0.0975609756097561), ('0103', 0.43902439024390244), ('0303', 0.024390243902439025), ('0400', 0.07317073170731707), ('0401', 0.0975609756097561), ('0402', 0.07317073170731707), ('0403', 0.04878048780487805), ('0404', 0.024390243902439025)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0001', 0.043010752688172046), ('0002', 0.021505376344086023), ('0003', 0.07526881720430108), ('0004', 0.4946236559139785), ('0100', 0.06451612903225806), ('0101', 0.021505376344086023), ('0102', 0.021505376344086023), ('0103', 0.021505376344086023), ('0303', 0.021505376344086023), ('0400', 0.021505376344086023), ('0401', 0.06451612903225806), ('0402', 0.043010752688172046), ('0403', 0.043010752688172046), ('0404', 0.043010752688172046)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",1,"[('0001', 0.05747126436781609), ('0002', 0.022988505747126436), ('0003', 0.04597701149425287), ('0004', 0.022988505747126436), ('0100', 0.09195402298850575), ('0101', 0.05747126436781609), ('0102', 0.022988505747126436), ('0103', 0.022988505747126436), ('0104', 0.41379310344827586), ('0303', 0.04597701149425287), ('0400', 0.08045977011494253), ('0401', 0.022988505747126436), ('0402', 0.022988505747126436), ('0403', 0.022988505747126436), ('0404', 0.04597701149425287)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 0. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",1,"[('0001', 0.041666666666666664), ('0002', 0.041666666666666664), ('0003', 0.25), ('0100', 0.08333333333333333), ('0101', 0.125), ('0102', 0.08333333333333333), ('0103', 0.08333333333333333), ('0303', 0.041666666666666664), ('0400', 0.041666666666666664), ('0401', 0.041666666666666664), ('0402', 0.041666666666666664), ('0403', 0.08333333333333333), ('0404', 0.041666666666666664)]"
"[[[0. 0. 1. 1. 0.]
  [0. 0. 0. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 1.]]]",1,"[('0100', 0.16666666666666666), ('0101', 0.16666666666666666), ('0102', 0.16666666666666666), ('0400', 0.16666666666666666), ('0401', 0.16666666666666666), ('0402', 0.16666666666666666), ('0403', 0.0)]"
"[[[0. 0. 0. 1. 0.]
  [0. 0. 0. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0002', 0.08108108108108109), ('0100', 0.08108108108108109), ('0101', 0.13513513513513514), ('0102', 0.08108108108108109), ('0303', 0.21621621621621623), ('0400', 0.08108108108108109), ('0401', 0.08108108108108109), ('0402', 0.08108108108108109), ('0403', 0.08108108108108109), ('0404', 0.08108108108108109)]"
"[[[0. 0. 1. 1. 0.]
  [1. 0. 1. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 1. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 1. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 1. 0.]
  [1. 0. 0. 0. 1.]]]",-1,"[('0402', 1.0), ('0403', 0.0)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 1. 0. 0. 0.]]

 [[0. 0. 0. 0. 1.]
  [0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",1,"[('0000', 0.008008008008008008), ('0001', 0.008008008008008008), ('0002', 0.01001001001001001), ('0003', 0.24524524524524524), ('0100', 0.06506506506506507), ('0101', 0.01701701701701702), ('0103', 0.05405405405405406), ('0104', 0.035035035035035036), ('0200', 0.008008008008008008), ('0201', 0.19019019019019018), ('0203', 0.06706706706706707), ('0204', 0.01901901901901902), ('0300', 0.06506506506506507), ('0301', 0.01001001001001001), ('0302', 0.01001001001001001), ('0303', 0.05405405405405406), ('0304', 0.04604604604604605), ('0400', 0.021021021021021023), ('0402', 0.031031031031031032), ('0403', 0.015015015015015015), ('0404', 0.021021021021021023)]"
"[[[0. 0. 1. 1. 0.]
  [1. 0. 0. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 1. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 1.]]]",1,"[('0102', 0.25), ('0400', 0.25), ('0401', 0.25), ('0402', 0.25), ('0403', 0.0)]"
"[[[0. 0. 1. 1. 0.]
  [1. 0. 1. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 1. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 1.]]]",-1,"[('0400', 0.3333333333333333), ('0401', 0.3333333333333333), ('0402', 0.3333333333333333), ('0403', 0.0)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 1. 0. 0. 0.]]

 [[0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.043043043043043044), ('0001', 0.06706706706706707), ('0002', 0.07607607607607608), ('0003', 0.14114114114114115), ('0100', 0.007007007007007007), ('0101', 0.016016016016016016), ('0102', 0.15315315315315314), ('0103', 0.11711711711711711), ('0104', 0.024024024024024024), ('0200', 0.007007007007007007), ('0201', 0.005005005005005005), ('0203', 0.08308308308308308), ('0204', 0.06006006006006006), ('0300', 0.03803803803803804), ('0301', 0.01001001001001001), ('0302', 0.04504504504504504), ('0303', 0.05105105105105105), ('0304', 0.018018018018018018), ('0400', 0.016016016016016016), ('0402', 0.01001001001001001), ('0403', 0.007007007007007007), ('0404', 0.005005005005005005)]"
"[[[0. 0. 1. 1. 0.]
  [1. 0. 1. 1. 1.]
  [0. 0. 0. 0. 1.]
  [1. 1. 1. 0. 1.]
  [0. 0. 0. 0. 0.]]

 [[1. 1. 0. 0. 1.]
  [0. 1. 0. 0. 0.]
  [1. 1. 1. 1. 0.]
  [0. 0. 0. 1. 0.]
  [1. 0. 0. 0. 1.]]]",1,"[('0401', 0.5), ('0402', 0.5), ('0403', 0.0)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.028028028028028028), ('0001', 0.011011011011011011), ('0002', 0.043043043043043044), ('0003', 0.055055055055055056), ('0004', 0.13813813813813813), ('0100', 0.05905905905905906), ('0101', 0.07007007007007007), ('0102', 0.011011011011011011), ('0103', 0.03403403403403404), ('0104', 0.028028028028028028), ('0200', 0.021021021021021023), ('0201', 0.01701701701701702), ('0203', 0.03003003003003003), ('0204', 0.03903903903903904), ('0300', 0.009009009009009009), ('0301', 0.1031031031031031), ('0302', 0.03003003003003003), ('0303', 0.014014014014014014), ('0304', 0.037037037037037035), ('0400', 0.014014014014014014), ('0401', 0.1031031031031031), ('0402', 0.023023023023023025), ('0403', 0.07107107107107107), ('0404', 0.011011011011011011)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",1,"[('0000', 0.06706706706706707), ('0001', 0.024024024024024024), ('0002', 0.06706706706706707), ('0003', 0.07207207207207207), ('0100', 0.056056056056056056), ('0101', 0.08008008008008008), ('0102', 0.044044044044044044), ('0103', 0.07507507507507508), ('0104', 0.006006006006006006), ('0200', 0.03903903903903904), ('0201', 0.04704704704704705), ('0203', 0.031031031031031032), ('0204', 0.02902902902902903), ('0300', 0.006006006006006006), ('0301', 0.06706706706706707), ('0302', 0.01901901901901902), ('0303', 0.006006006006006006), ('0304', 0.014014014014014014), ('0400', 0.06706706706706707), ('0401', 0.0960960960960961), ('0402', 0.06706706706706707), ('0403', 0.012012012012012012), ('0404', 0.008008008008008008)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",1,"[('0000', 0.018018018018018018), ('0001', 0.026026026026026026), ('0002', 0.01701701701701702), ('0003', 0.011011011011011011), ('0004', 0.036036036036036036), ('0100', 0.042042042042042045), ('0101', 0.07907907907907907), ('0102', 0.03003003003003003), ('0103', 0.07207207207207207), ('0104', 0.03403403403403404), ('0200', 0.018018018018018018), ('0201', 0.031031031031031032), ('0202', 0.2042042042042042), ('0203', 0.026026026026026026), ('0204', 0.06106106106106106), ('0300', 0.07307307307307308), ('0301', 0.008008008008008008), ('0302', 0.003003003003003003), ('0303', 0.011011011011011011), ('0304', 0.026026026026026026), ('0400', 0.023023023023023025), ('0401', 0.03303303303303303), ('0402', 0.057057057057057055), ('0403', 0.03403403403403404), ('0404', 0.026026026026026026)]"
"[[[0. 1. 0. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 1. 1. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 1. 0. 0. 0.]]

 [[0. 0. 0. 0. 1.]
  [0. 1. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.5), ('0002', 0.5), ('0100', 0.0), ('0104', 0.0), ('0200', 0.0), ('0203', 0.0), ('0204', 0.0), ('0300', 0.0), ('0301', 0.0), ('0302', 0.0), ('0303', 0.0), ('0304', 0.0), ('0400', 0.0), ('0402', 0.0), ('0403', 0.0), ('0404', 0.0)]"
"[[[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.036036036036036036), ('0001', 0.04004004004004004), ('0002', 0.044044044044044044), ('0003', 0.01701701701701702), ('0004', 0.03803803803803804), ('0100', 0.06506506506506507), ('0101', 0.04004004004004004), ('0102', 0.057057057057057055), ('0103', 0.04004004004004004), ('0200', 0.031031031031031032), ('0201', 0.006006006006006006), ('0202', 0.04604604604604605), ('0203', 0.031031031031031032), ('0204', 0.11611611611611612), ('0300', 0.03303303303303303), ('0301', 0.024024024024024024), ('0302', 0.01901901901901902), ('0303', 0.12812812812812813), ('0304', 0.01901901901901902), ('0400', 0.02902902902902903), ('0401', 0.044044044044044044), ('0402', 0.01901901901901902), ('0403', 0.035035035035035036), ('0404', 0.042042042042042045)]"
"[[[0. 1. 0. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 1. 1. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 1. 0. 0. 0.]]

 [[1. 0. 0. 0. 1.]
  [0. 1. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",1,"[('0002', 0.06666666666666667), ('0100', 0.06666666666666667), ('0104', 0.06666666666666667), ('0200', 0.06666666666666667), ('0203', 0.06666666666666667), ('0204', 0.06666666666666667), ('0300', 0.06666666666666667), ('0301', 0.06666666666666667), ('0302', 0.06666666666666667), ('0303', 0.06666666666666667), ('0304', 0.06666666666666667), ('0400', 0.06666666666666667), ('0402', 0.06666666666666667), ('0403', 0.06666666666666667), ('0404', 0.06666666666666667)]"
"[[[0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 1. 1. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 1. 0. 0. 0.]]

 [[0. 0. 0. 0. 1.]
  [0. 0. 1. 1. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.1111111111111111), ('0001', 0.037037037037037035), ('0002', 0.037037037037037035), ('0100', 0.009259259259259259), ('0101', 0.3425925925925926), ('0104', 0.009259259259259259), ('0200', 0.12962962962962962), ('0203', 0.05555555555555555), ('0204', 0.009259259259259259), ('0300', 0.027777777777777776), ('0301', 0.037037037037037035), ('0302', 0.08333333333333333), ('0303', 0.009259259259259259), ('0304', 0.06481481481481481), ('0400', 0.009259259259259259), ('0402', 0.009259259259259259), ('0403', 0.009259259259259259), ('0404', 0.009259259259259259)]"
