state,player,mcts_distribution
"[0, 2, 1, 0]",1,"[('0100', 0.3333333333333333), ('0200', 0.3333333333333333), ('0010', 0.3333333333333333)]"
"[0, 1, 1, 0]",-1,"[('0100', 0.5), ('0010', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.028985507246376812), ('0100', 0.057971014492753624), ('0200', 0.2318840579710145), ('0010', 0.057971014492753624), ('0020', 0.028985507246376812), ('0030', 0.2463768115942029), ('0001', 0.2318840579710145), ('0002', 0.028985507246376812), ('0003', 0.057971014492753624), ('0004', 0.028985507246376812)]"
"[1, 2, 0, 4]",-1,"[('1000', 0.0967741935483871), ('0100', 0.03225806451612903), ('0200', 0.22580645161290322), ('0001', 0.12903225806451613), ('0002', 0.3548387096774194), ('0003', 0.03225806451612903), ('0004', 0.12903225806451613)]"
"[1, 2, 0, 2]",1,"[('1000', 0.3333333333333333), ('0100', 0.16666666666666666), ('0200', 0.2222222222222222), ('0001', 0.05555555555555555), ('0002', 0.2222222222222222)]"
"[0, 2, 0, 2]",-1,"[('0100', 0.2), ('0200', 0.2), ('0001', 0.4), ('0002', 0.2)]"
"[0, 2, 0, 1]",1,"[('0100', 0.3333333333333333), ('0200', 0.3333333333333333), ('0001', 0.3333333333333333)]"
"[0, 1, 0, 1]",-1,"[('0100', 0.5), ('0001', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.03076923076923077), ('0100', 0.09230769230769231), ('0200', 0.1076923076923077), ('0010', 0.06153846153846154), ('0020', 0.03076923076923077), ('0030', 0.09230769230769231), ('0001', 0.03076923076923077), ('0002', 0.09230769230769231), ('0003', 0.03076923076923077), ('0004', 0.4307692307692308)]"
"[1, 2, 3, 0]",-1,"[('1000', 0.42857142857142855), ('0100', 0.14285714285714285), ('0200', 0.047619047619047616), ('0010', 0.2857142857142857), ('0020', 0.047619047619047616), ('0030', 0.047619047619047616)]"
"[0, 2, 3, 0]",1,"[('0100', 0.4), ('0200', 0.2), ('0010', 0.06666666666666667), ('0020', 0.26666666666666666), ('0030', 0.06666666666666667)]"
"[0, 1, 3, 0]",-1,"[('0100', 0.25), ('0010', 0.25), ('0020', 0.25), ('0030', 0.25)]"
"[1, 2, 3, 4]",1,"[('1000', 0.024691358024691357), ('0100', 0.04938271604938271), ('0200', 0.1111111111111111), ('0010', 0.19753086419753085), ('0020', 0.1728395061728395), ('0030', 0.1111111111111111), ('0001', 0.07407407407407407), ('0002', 0.04938271604938271), ('0003', 0.04938271604938271), ('0004', 0.16049382716049382)]"
"[1, 2, 2, 4]",-1,"[('1000', 0.05527638190954774), ('0100', 0.2613065326633166), ('0200', 0.035175879396984924), ('0010', 0.23115577889447236), ('0020', 0.1407035175879397), ('0001', 0.02512562814070352), ('0002', 0.06532663316582915), ('0003', 0.1708542713567839), ('0004', 0.01507537688442211)]"
"[1, 1, 2, 4]",1,"[('1000', 0.12359550561797752), ('0100', 0.39325842696629215), ('0010', 0.0449438202247191), ('0020', 0.10112359550561797), ('0001', 0.06741573033707865), ('0002', 0.0449438202247191), ('0003', 0.12359550561797752), ('0004', 0.10112359550561797)]"
"[1, 0, 2, 4]",-1,"[('1000', 0.06666666666666667), ('0010', 0.13333333333333333), ('0020', 0.4), ('0001', 0.06666666666666667), ('0002', 0.06666666666666667), ('0003', 0.2), ('0004', 0.06666666666666667)]"
"[1, 0, 0, 4]",1,"[('1000', 0.2857142857142857), ('0001', 0.14285714285714285), ('0002', 0.2857142857142857), ('0003', 0.14285714285714285), ('0004', 0.14285714285714285)]"
"[1, 2, 3, 4]",1,"[('1000', 0.14285714285714285), ('0100', 0.06349206349206349), ('0200', 0.1164021164021164), ('0010', 0.25925925925925924), ('0020', 0.015873015873015872), ('0030', 0.07936507936507936), ('0001', 0.031746031746031744), ('0002', 0.15343915343915343), ('0003', 0.06349206349206349), ('0004', 0.07407407407407407)]"
"[1, 2, 2, 4]",-1,"[('1000', 0.02197802197802198), ('0100', 0.17582417582417584), ('0200', 0.06593406593406594), ('0010', 0.31868131868131866), ('0020', 0.21978021978021978), ('0001', 0.06593406593406594), ('0002', 0.04395604395604396), ('0003', 0.04395604395604396), ('0004', 0.04395604395604396)]"
"[1, 2, 1, 4]",1,"[('1000', 0.36666666666666664), ('0100', 0.03333333333333333), ('0200', 0.13333333333333333), ('0010', 0.03333333333333333), ('0001', 0.03333333333333333), ('0002', 0.03333333333333333), ('0003', 0.16666666666666666), ('0004', 0.2)]"
"[0, 2, 1, 4]",-1,"[('0100', 0.15), ('0200', 0.05), ('0010', 0.05), ('0001', 0.05), ('0002', 0.6), ('0003', 0.05), ('0004', 0.05)]"
"[0, 2, 1, 2]",1,"[('0100', 0.29411764705882354), ('0200', 0.058823529411764705), ('0010', 0.23529411764705882), ('0001', 0.29411764705882354), ('0002', 0.11764705882352941)]"
"[0, 1, 1, 2]",-1,"[('0100', 0.25), ('0010', 0.0625), ('0001', 0.625), ('0002', 0.0625)]"
"[0, 1, 1, 1]",1,"[('0100', 0.3333333333333333), ('0010', 0.3333333333333333), ('0001', 0.3333333333333333)]"
"[0, 0, 1, 1]",-1,"[('0010', 0.5), ('0001', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.06030150753768844), ('0100', 0.135678391959799), ('0200', 0.05025125628140704), ('0010', 0.1457286432160804), ('0020', 0.06030150753768844), ('0030', 0.04020100502512563), ('0001', 0.10552763819095477), ('0002', 0.11557788944723618), ('0003', 0.24623115577889448), ('0004', 0.04020100502512563)]"
"[1, 2, 3, 1]",-1,"[('1000', 0.22784810126582278), ('0100', 0.13924050632911392), ('0200', 0.11392405063291139), ('0010', 0.05063291139240506), ('0020', 0.17721518987341772), ('0030', 0.17721518987341772), ('0001', 0.11392405063291139)]"
"[0, 2, 3, 1]",1,"[('0100', 0.34782608695652173), ('0200', 0.21739130434782608), ('0010', 0.043478260869565216), ('0020', 0.17391304347826086), ('0030', 0.17391304347826086), ('0001', 0.043478260869565216)]"
"[0, 1, 3, 1]",-1,"[('0100', 0.06666666666666667), ('0010', 0.06666666666666667), ('0020', 0.6666666666666666), ('0030', 0.06666666666666667), ('0001', 0.13333333333333333)]"
"[0, 1, 1, 1]",1,"[('0100', 0.3333333333333333), ('0010', 0.3333333333333333), ('0001', 0.3333333333333333)]"
"[0, 0, 1, 1]",-1,"[('0010', 0.5), ('0001', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.05042016806722689), ('0100', 0.06722689075630252), ('0200', 0.01680672268907563), ('0010', 0.13445378151260504), ('0020', 0.01680672268907563), ('0030', 0.19327731092436976), ('0001', 0.24369747899159663), ('0002', 0.09243697478991597), ('0003', 0.11764705882352941), ('0004', 0.06722689075630252)]"
"[1, 2, 3, 3]",-1,"[('1000', 0.03076923076923077), ('0100', 0.24615384615384617), ('0200', 0.03076923076923077), ('0010', 0.09230769230769231), ('0020', 0.15384615384615385), ('0030', 0.18461538461538463), ('0001', 0.06153846153846154), ('0002', 0.03076923076923077), ('0003', 0.16923076923076924)]"
"[1, 1, 3, 3]",1,"[('1000', 0.12903225806451613), ('0100', 0.016129032258064516), ('0010', 0.6854838709677419), ('0020', 0.016129032258064516), ('0030', 0.08064516129032258), ('0001', 0.016129032258064516), ('0002', 0.016129032258064516), ('0003', 0.04032258064516129)]"
"[1, 1, 2, 3]",-1,"[('1000', 0.09523809523809523), ('0100', 0.2857142857142857), ('0010', 0.09523809523809523), ('0020', 0.21428571428571427), ('0001', 0.047619047619047616), ('0002', 0.047619047619047616), ('0003', 0.21428571428571427)]"
"[1, 0, 2, 3]",1,"[('1000', 0.3181818181818182), ('0010', 0.045454545454545456), ('0020', 0.09090909090909091), ('0001', 0.3181818181818182), ('0002', 0.045454545454545456), ('0003', 0.18181818181818182)]"
"[0, 0, 2, 3]",-1,"[('0010', 0.1111111111111111), ('0020', 0.1111111111111111), ('0001', 0.1111111111111111), ('0002', 0.4444444444444444), ('0003', 0.2222222222222222)]"
"[0, 0, 2, 1]",1,"[('0010', 0.3333333333333333), ('0020', 0.3333333333333333), ('0001', 0.3333333333333333)]"
"[0, 0, 1, 1]",-1,"[('0010', 0.5), ('0001', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.05952380952380952), ('0100', 0.09523809523809523), ('0200', 0.023809523809523808), ('0010', 0.05952380952380952), ('0020', 0.09523809523809523), ('0030', 0.27380952380952384), ('0001', 0.05952380952380952), ('0002', 0.05952380952380952), ('0003', 0.08333333333333333), ('0004', 0.19047619047619047)]"
"[1, 2, 0, 4]",-1,"[('1000', 0.05), ('0100', 0.3), ('0200', 0.1), ('0001', 0.05), ('0002', 0.15), ('0003', 0.15), ('0004', 0.2)]"
"[1, 1, 0, 4]",1,"[('1000', 0.1111111111111111), ('0100', 0.1111111111111111), ('0001', 0.05555555555555555), ('0002', 0.1111111111111111), ('0003', 0.5555555555555556), ('0004', 0.05555555555555555)]"
"[1, 1, 0, 1]",-1,"[('1000', 0.3333333333333333), ('0100', 0.3333333333333333), ('0001', 0.3333333333333333)]"
"[0, 1, 0, 1]",1,"[('0100', 0.5), ('0001', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.020618556701030927), ('0100', 0.13402061855670103), ('0200', 0.07216494845360824), ('0010', 0.10309278350515463), ('0020', 0.12371134020618557), ('0030', 0.020618556701030927), ('0001', 0.07216494845360824), ('0002', 0.12371134020618557), ('0003', 0.07216494845360824), ('0004', 0.25773195876288657)]"
"[1, 2, 3, 0]",-1,"[('1000', 0.1), ('0100', 0.1), ('0200', 0.5), ('0010', 0.1), ('0020', 0.1), ('0030', 0.1)]"
"[1, 0, 3, 0]",1,"[('1000', 0.25), ('0010', 0.25), ('0020', 0.25), ('0030', 0.25)]"
"[1, 2, 3, 4]",1,"[('1000', 0.043478260869565216), ('0100', 0.043478260869565216), ('0200', 0.021739130434782608), ('0010', 0.06521739130434782), ('0020', 0.16304347826086957), ('0030', 0.09782608695652174), ('0001', 0.043478260869565216), ('0002', 0.11956521739130435), ('0003', 0.1956521739130435), ('0004', 0.20652173913043478)]"
"[1, 2, 3, 0]",-1,"[('1000', 0.15789473684210525), ('0100', 0.05263157894736842), ('0200', 0.15789473684210525), ('0010', 0.3684210526315789), ('0020', 0.15789473684210525), ('0030', 0.10526315789473684)]"
"[1, 2, 2, 0]",1,"[('1000', 0.1875), ('0100', 0.375), ('0200', 0.0625), ('0010', 0.0625), ('0020', 0.3125)]"
"[1, 1, 2, 0]",-1,"[('1000', 0.14285714285714285), ('0100', 0.07142857142857142), ('0010', 0.7142857142857143), ('0020', 0.07142857142857142)]"
"[1, 1, 1, 0]",1,"[('1000', 0.3333333333333333), ('0100', 0.3333333333333333), ('0010', 0.3333333333333333)]"
"[0, 1, 1, 0]",-1,"[('0100', 0.5), ('0010', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.019417475728155338), ('0100', 0.18446601941747573), ('0200', 0.08737864077669903), ('0010', 0.10679611650485436), ('0020', 0.05825242718446602), ('0030', 0.07766990291262135), ('0001', 0.21359223300970873), ('0002', 0.019417475728155338), ('0003', 0.08737864077669903), ('0004', 0.14563106796116504)]"
"[1, 2, 3, 3]",-1,"[('1000', 0.028037383177570093), ('0100', 0.06542056074766354), ('0200', 0.308411214953271), ('0010', 0.08411214953271028), ('0020', 0.08411214953271028), ('0030', 0.028037383177570093), ('0001', 0.1308411214953271), ('0002', 0.18691588785046728), ('0003', 0.08411214953271028)]"
"[1, 0, 3, 3]",1,"[('1000', 0.08), ('0010', 0.28), ('0020', 0.08), ('0030', 0.12), ('0001', 0.08), ('0002', 0.12), ('0003', 0.24)]"
"[1, 0, 2, 3]",-1,"[('1000', 0.30434782608695654), ('0010', 0.043478260869565216), ('0020', 0.2608695652173913), ('0001', 0.043478260869565216), ('0002', 0.13043478260869565), ('0003', 0.21739130434782608)]"
"[0, 0, 2, 3]",1,"[('0010', 0.09090909090909091), ('0020', 0.18181818181818182), ('0001', 0.18181818181818182), ('0002', 0.36363636363636365), ('0003', 0.18181818181818182)]"
"[0, 0, 2, 1]",-1,"[('0010', 0.3333333333333333), ('0020', 0.3333333333333333), ('0001', 0.3333333333333333)]"
"[0, 0, 1, 1]",1,"[('0010', 0.5), ('0001', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.1), ('0100', 0.21), ('0200', 0.02), ('0010', 0.1), ('0020', 0.02), ('0030', 0.14), ('0001', 0.08), ('0002', 0.29), ('0003', 0.02), ('0004', 0.02)]"
"[1, 2, 3, 2]",-1,"[('1000', 0.06060606060606061), ('0100', 0.09090909090909091), ('0200', 0.06060606060606061), ('0010', 0.24242424242424243), ('0020', 0.06060606060606061), ('0030', 0.30303030303030304), ('0001', 0.09090909090909091), ('0002', 0.09090909090909091)]"
"[1, 2, 0, 2]",1,"[('1000', 0.5454545454545454), ('0100', 0.09090909090909091), ('0200', 0.09090909090909091), ('0001', 0.09090909090909091), ('0002', 0.18181818181818182)]"
"[0, 2, 0, 2]",-1,"[('0100', 0.2), ('0200', 0.4), ('0001', 0.2), ('0002', 0.2)]"
"[1, 2, 3, 4]",1,"[('1000', 0.04020100502512563), ('0100', 0.19597989949748743), ('0200', 0.05527638190954774), ('0010', 0.271356783919598), ('0020', 0.03015075376884422), ('0030', 0.01507537688442211), ('0001', 0.05527638190954774), ('0002', 0.21105527638190955), ('0003', 0.08542713567839195), ('0004', 0.04020100502512563)]"
"[1, 2, 2, 4]",-1,"[('1000', 0.023255813953488372), ('0100', 0.12790697674418605), ('0200', 0.1744186046511628), ('0010', 0.12790697674418605), ('0020', 0.023255813953488372), ('0001', 0.05813953488372093), ('0002', 0.19767441860465115), ('0003', 0.16279069767441862), ('0004', 0.10465116279069768)]"
"[1, 2, 2, 2]",1,"[('1000', 0.359375), ('0100', 0.0625), ('0200', 0.171875), ('0010', 0.03125), ('0020', 0.03125), ('0001', 0.28125), ('0002', 0.0625)]"
"[0, 2, 2, 2]",-1,"[('0100', 0.4444444444444444), ('0200', 0.3333333333333333), ('0010', 0.05555555555555555), ('0020', 0.05555555555555555), ('0001', 0.05555555555555555), ('0002', 0.05555555555555555)]"
"[0, 1, 2, 2]",1,"[('0100', 0.09090909090909091), ('0010', 0.09090909090909091), ('0020', 0.36363636363636365), ('0001', 0.09090909090909091), ('0002', 0.36363636363636365)]"
"[0, 1, 0, 2]",-1,"[('0100', 0.5), ('0001', 0.25), ('0002', 0.25)]"
"[1, 2, 3, 4]",1,"[('1000', 0.07537688442211055), ('0100', 0.02512562814070352), ('0200', 0.09045226130653267), ('0010', 0.19095477386934673), ('0020', 0.01507537688442211), ('0030', 0.02512562814070352), ('0001', 0.05527638190954774), ('0002', 0.3165829145728643), ('0003', 0.1507537688442211), ('0004', 0.05527638190954774)]"
"[1, 2, 3, 2]",-1,"[('1000', 0.25190839694656486), ('0100', 0.061068702290076333), ('0200', 0.05343511450381679), ('0010', 0.05343511450381679), ('0020', 0.3816793893129771), ('0030', 0.15267175572519084), ('0001', 0.022900763358778626), ('0002', 0.022900763358778626)]"
"[1, 2, 1, 2]",1,"[('1000', 0.16883116883116883), ('0100', 0.2077922077922078), ('0200', 0.14285714285714285), ('0010', 0.11688311688311688), ('0001', 0.18181818181818182), ('0002', 0.18181818181818182)]"
"[1, 1, 1, 2]",-1,"[('1000', 0.13333333333333333), ('0100', 0.06666666666666667), ('0010', 0.06666666666666667), ('0001', 0.06666666666666667), ('0002', 0.6666666666666666)]"
"[1, 1, 1, 0]",1,"[('1000', 0.3333333333333333), ('0100', 0.3333333333333333), ('0010', 0.3333333333333333)]"
"[0, 1, 1, 0]",-1,"[('0100', 0.5), ('0010', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.07142857142857142), ('0100', 0.15384615384615385), ('0200', 0.23076923076923078), ('0010', 0.016483516483516484), ('0020', 0.054945054945054944), ('0030', 0.13186813186813187), ('0001', 0.11538461538461539), ('0002', 0.13736263736263737), ('0003', 0.06043956043956044), ('0004', 0.027472527472527472)]"
"[1, 0, 3, 4]",-1,"[('1000', 0.14285714285714285), ('0010', 0.031746031746031744), ('0020', 0.19047619047619047), ('0030', 0.12698412698412698), ('0001', 0.30158730158730157), ('0002', 0.031746031746031744), ('0003', 0.06349206349206349), ('0004', 0.1111111111111111)]"
"[1, 0, 3, 3]",1,"[('1000', 0.15384615384615385), ('0010', 0.07692307692307693), ('0020', 0.15384615384615385), ('0030', 0.07692307692307693), ('0001', 0.07692307692307693), ('0002', 0.07692307692307693), ('0003', 0.38461538461538464)]"
"[1, 0, 3, 0]",-1,"[('1000', 0.2), ('0010', 0.4), ('0020', 0.2), ('0030', 0.2)]"
"[1, 0, 2, 0]",1,"[('1000', 0.5), ('0010', 0.25), ('0020', 0.25)]"
"[1, 2, 3, 4]",1,"[('1000', 0.10476190476190476), ('0100', 0.13333333333333333), ('0200', 0.01904761904761905), ('0010', 0.01904761904761905), ('0020', 0.11428571428571428), ('0030', 0.05714285714285714), ('0001', 0.01904761904761905), ('0002', 0.08571428571428572), ('0003', 0.4095238095238095), ('0004', 0.0380952380952381)]"
"[1, 2, 3, 1]",-1,"[('1000', 0.3026315789473684), ('0100', 0.14473684210526316), ('0200', 0.02631578947368421), ('0010', 0.34210526315789475), ('0020', 0.02631578947368421), ('0030', 0.07894736842105263), ('0001', 0.07894736842105263)]"
"[1, 2, 2, 1]",1,"[('1000', 0.22916666666666666), ('0100', 0.2708333333333333), ('0200', 0.041666666666666664), ('0010', 0.2708333333333333), ('0020', 0.14583333333333334), ('0001', 0.041666666666666664)]"
"[1, 1, 2, 1]",-1,"[('1000', 0.13333333333333333), ('0100', 0.06666666666666667), ('0010', 0.06666666666666667), ('0020', 0.6666666666666666), ('0001', 0.06666666666666667)]"
"[1, 1, 0, 1]",1,"[('1000', 0.3333333333333333), ('0100', 0.3333333333333333), ('0001', 0.3333333333333333)]"
"[0, 1, 0, 1]",-1,"[('0100', 0.5), ('0001', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.10526315789473684), ('0100', 0.05263157894736842), ('0200', 0.10526315789473684), ('0010', 0.05263157894736842), ('0020', 0.05263157894736842), ('0030', 0.2807017543859649), ('0001', 0.15789473684210525), ('0002', 0.03508771929824561), ('0003', 0.10526315789473684), ('0004', 0.05263157894736842)]"
"[1, 2, 0, 4]",-1,"[('1000', 0.2727272727272727), ('0100', 0.25), ('0200', 0.09090909090909091), ('0001', 0.045454545454545456), ('0002', 0.18181818181818182), ('0003', 0.11363636363636363), ('0004', 0.045454545454545456)]"
"[0, 2, 0, 4]",1,"[('0100', 0.07142857142857142), ('0200', 0.07142857142857142), ('0001', 0.07142857142857142), ('0002', 0.42857142857142855), ('0003', 0.2857142857142857), ('0004', 0.07142857142857142)]"
"[0, 2, 0, 2]",-1,"[('0100', 0.16666666666666666), ('0200', 0.3333333333333333), ('0001', 0.16666666666666666), ('0002', 0.3333333333333333)]"
"[1, 2, 3, 4]",1,"[('1000', 0.16546762589928057), ('0100', 0.05755395683453238), ('0200', 0.2014388489208633), ('0010', 0.014388489208633094), ('0020', 0.014388489208633094), ('0030', 0.07194244604316546), ('0001', 0.2517985611510791), ('0002', 0.03597122302158273), ('0003', 0.04316546762589928), ('0004', 0.14388489208633093)]"
"[1, 2, 3, 3]",-1,"[('1000', 0.017241379310344827), ('0100', 0.3017241379310345), ('0200', 0.08620689655172414), ('0010', 0.08620689655172414), ('0020', 0.4051724137931034), ('0030', 0.034482758620689655), ('0001', 0.017241379310344827), ('0002', 0.034482758620689655), ('0003', 0.017241379310344827)]"
"[1, 2, 1, 3]",1,"[('1000', 0.23529411764705882), ('0100', 0.11764705882352941), ('0200', 0.029411764705882353), ('0010', 0.27941176470588236), ('0001', 0.11764705882352941), ('0002', 0.11764705882352941), ('0003', 0.10294117647058823)]"
"[1, 2, 0, 3]",-1,"[('1000', 0.4375), ('0100', 0.0625), ('0200', 0.15625), ('0001', 0.125), ('0002', 0.15625), ('0003', 0.0625)]"
"[0, 2, 0, 3]",1,"[('0100', 0.1), ('0200', 0.2), ('0001', 0.1), ('0002', 0.4), ('0003', 0.2)]"
"[0, 2, 0, 1]",-1,"[('0100', 0.3333333333333333), ('0200', 0.3333333333333333), ('0001', 0.3333333333333333)]"
"[0, 1, 0, 1]",1,"[('0100', 0.5), ('0001', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.01507537688442211), ('0100', 0.16080402010050251), ('0200', 0.05025125628140704), ('0010', 0.10552763819095477), ('0020', 0.01507537688442211), ('0030', 0.06030150753768844), ('0001', 0.271356783919598), ('0002', 0.20100502512562815), ('0003', 0.08542713567839195), ('0004', 0.035175879396984924)]"
"[1, 2, 3, 3]",-1,"[('1000', 0.022058823529411766), ('0100', 0.058823529411764705), ('0200', 0.03676470588235294), ('0010', 0.19117647058823528), ('0020', 0.03676470588235294), ('0030', 0.1323529411764706), ('0001', 0.09558823529411764), ('0002', 0.3897058823529412), ('0003', 0.03676470588235294)]"
"[1, 2, 3, 1]",1,"[('1000', 0.07936507936507936), ('0100', 0.2222222222222222), ('0200', 0.12698412698412698), ('0010', 0.07936507936507936), ('0020', 0.031746031746031744), ('0030', 0.15873015873015872), ('0001', 0.30158730158730157)]"
"[1, 2, 3, 0]",-1,"[('1000', 0.5333333333333333), ('0100', 0.06666666666666667), ('0200', 0.06666666666666667), ('0010', 0.06666666666666667), ('0020', 0.13333333333333333), ('0030', 0.13333333333333333)]"
"[0, 2, 3, 0]",1,"[('0100', 0.07142857142857142), ('0200', 0.21428571428571427), ('0010', 0.35714285714285715), ('0020', 0.2857142857142857), ('0030', 0.07142857142857142)]"
"[0, 2, 2, 0]",-1,"[('0100', 0.14285714285714285), ('0200', 0.14285714285714285), ('0010', 0.5714285714285714), ('0020', 0.14285714285714285)]"
"[0, 2, 1, 0]",1,"[('0100', 0.3333333333333333), ('0200', 0.3333333333333333), ('0010', 0.3333333333333333)]"
"[0, 1, 1, 0]",-1,"[('0100', 0.5), ('0010', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.16447368421052633), ('0100', 0.039473684210526314), ('0200', 0.19736842105263158), ('0010', 0.15789473684210525), ('0020', 0.039473684210526314), ('0030', 0.013157894736842105), ('0001', 0.24342105263157895), ('0002', 0.09868421052631579), ('0003', 0.03289473684210526), ('0004', 0.013157894736842105)]"
"[1, 2, 3, 3]",-1,"[('1000', 0.08333333333333333), ('0100', 0.05), ('0200', 0.05), ('0010', 0.05), ('0020', 0.26666666666666666), ('0030', 0.05), ('0001', 0.05), ('0002', 0.16666666666666666), ('0003', 0.23333333333333334)]"
"[1, 2, 1, 3]",1,"[('1000', 0.30952380952380953), ('0100', 0.19047619047619047), ('0200', 0.047619047619047616), ('0010', 0.2619047619047619), ('0001', 0.07142857142857142), ('0002', 0.047619047619047616), ('0003', 0.07142857142857142)]"
"[0, 2, 1, 3]",-1,"[('0100', 0.15384615384615385), ('0200', 0.38461538461538464), ('0010', 0.15384615384615385), ('0001', 0.07692307692307693), ('0002', 0.15384615384615385), ('0003', 0.07692307692307693)]"
"[0, 0, 1, 3]",1,"[('0010', 0.4), ('0001', 0.2), ('0002', 0.2), ('0003', 0.2)]"
"[1, 2, 3, 4]",1,"[('1000', 0.03389830508474576), ('0100', 0.06779661016949153), ('0200', 0.03389830508474576), ('0010', 0.15254237288135594), ('0020', 0.22033898305084745), ('0030', 0.15254237288135594), ('0001', 0.03389830508474576), ('0002', 0.03389830508474576), ('0003', 0.03389830508474576), ('0004', 0.23728813559322035)]"
"[1, 2, 3, 0]",-1,"[('1000', 0.38235294117647056), ('0100', 0.20588235294117646), ('0200', 0.058823529411764705), ('0010', 0.17647058823529413), ('0020', 0.058823529411764705), ('0030', 0.11764705882352941)]"
"[0, 2, 3, 0]",1,"[('0100', 0.18181818181818182), ('0200', 0.18181818181818182), ('0010', 0.09090909090909091), ('0020', 0.36363636363636365), ('0030', 0.18181818181818182)]"
"[0, 2, 1, 0]",-1,"[('0100', 0.3333333333333333), ('0200', 0.3333333333333333), ('0010', 0.3333333333333333)]"
"[0, 1, 1, 0]",1,"[('0100', 0.5), ('0010', 0.5)]"
"[1, 2, 3, 4]",1,"[('1000', 0.04225352112676056), ('0100', 0.2323943661971831), ('0200', 0.014084507042253521), ('0010', 0.014084507042253521), ('0020', 0.1267605633802817), ('0030', 0.15492957746478872), ('0001', 0.1267605633802817), ('0002', 0.21830985915492956), ('0003', 0.014084507042253521), ('0004', 0.056338028169014086)]"
"[1, 1, 3, 4]",-1,"[('1000', 0.017964071856287425), ('0100', 0.08383233532934131), ('0010', 0.04790419161676647), ('0020', 0.08383233532934131), ('0030', 0.08383233532934131), ('0001', 0.017964071856287425), ('0002', 0.5209580838323353), ('0003', 0.059880239520958084), ('0004', 0.08383233532934131)]"
"[1, 1, 3, 2]",1,"[('1000', 0.3157894736842105), ('0100', 0.07017543859649122), ('0010', 0.03508771929824561), ('0020', 0.15789473684210525), ('0030', 0.07017543859649122), ('0001', 0.19298245614035087), ('0002', 0.15789473684210525)]"
"[0, 1, 3, 2]",-1,"[('0100', 0.2222222222222222), ('0010', 0.5555555555555556), ('0020', 0.05555555555555555), ('0030', 0.05555555555555555), ('0001', 0.05555555555555555), ('0002', 0.05555555555555555)]"
"[0, 1, 2, 2]",1,"[('0100', 0.08333333333333333), ('0010', 0.25), ('0020', 0.3333333333333333), ('0001', 0.16666666666666666), ('0002', 0.16666666666666666)]"
"[0, 1, 0, 2]",-1,"[('0100', 0.3333333333333333), ('0001', 0.3333333333333333), ('0002', 0.3333333333333333)]"
"[1, 2, 3, 4]",1,"[('1000', 0.2627118644067797), ('0100', 0.06779661016949153), ('0200', 0.2966101694915254), ('0010', 0.01694915254237288), ('0020', 0.01694915254237288), ('0030', 0.01694915254237288), ('0001', 0.01694915254237288), ('0002', 0.11016949152542373), ('0003', 0.17796610169491525), ('0004', 0.01694915254237288)]"
"[1, 0, 3, 4]",-1,"[('1000', 0.11666666666666667), ('0010', 0.08333333333333333), ('0020', 0.06666666666666667), ('0030', 0.13333333333333333), ('0001', 0.18333333333333332), ('0002', 0.2), ('0003', 0.13333333333333333), ('0004', 0.08333333333333333)]"
"[1, 0, 3, 2]",1,"[('1000', 0.09523809523809523), ('0010', 0.3333333333333333), ('0020', 0.14285714285714285), ('0030', 0.19047619047619047), ('0001', 0.19047619047619047), ('0002', 0.047619047619047616)]"
"[1, 0, 2, 2]",-1,"[('1000', 0.47058823529411764), ('0010', 0.23529411764705882), ('0020', 0.058823529411764705), ('0001', 0.17647058823529413), ('0002', 0.058823529411764705)]"
"[0, 0, 2, 2]",1,"[('0010', 0.36363636363636365), ('0020', 0.09090909090909091), ('0001', 0.36363636363636365), ('0002', 0.18181818181818182)]"
"[0, 0, 1, 2]",-1,"[('0010', 0.5), ('0001', 0.25), ('0002', 0.25)]"
"[1, 2, 3, 4]",1,"[('1000', 0.18518518518518517), ('0100', 0.05291005291005291), ('0200', 0.08994708994708994), ('0010', 0.0582010582010582), ('0020', 0.042328042328042326), ('0030', 0.15343915343915343), ('0001', 0.06878306878306878), ('0002', 0.164021164021164), ('0003', 0.1693121693121693), ('0004', 0.015873015873015872)]"
"[0, 2, 3, 4]",-1,"[('0100', 0.08791208791208792), ('0200', 0.04395604395604396), ('0010', 0.07692307692307693), ('0020', 0.16483516483516483), ('0030', 0.14285714285714285), ('0001', 0.26373626373626374), ('0002', 0.07692307692307693), ('0003', 0.12087912087912088), ('0004', 0.02197802197802198)]"
"[0, 2, 3, 3]",1,"[('0100', 0.15384615384615385), ('0200', 0.28205128205128205), ('0010', 0.15384615384615385), ('0020', 0.1282051282051282), ('0030', 0.05128205128205128), ('0001', 0.1282051282051282), ('0002', 0.05128205128205128), ('0003', 0.05128205128205128)]"
