state,player,mcts_distribution
"[[[0. 0. 0. 1. 0. 0. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [0. 1. 0. 1. 0. 0. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [1. 0. 0. 0. 0. 1. 0.]]

 [[0. 0. 0. 0. 0. 1. 1.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 1. 1. 1. 0. 1. 1.]
  [0. 0. 0. 1. 1. 0. 0.]]]",1,"[('0000', 0.027777777777777776), ('0001', 0.05555555555555555), ('0002', 0.013888888888888888), ('0004', 0.013888888888888888), ('0101', 0.013888888888888888), ('0102', 0.013888888888888888), ('0104', 0.05555555555555555), ('0105', 0.05555555555555555), ('0106', 0.027777777777777776), ('0200', 0.013888888888888888), ('0202', 0.013888888888888888), ('0204', 0.013888888888888888), ('0205', 0.013888888888888888), ('0206', 0.05555555555555555), ('0301', 0.05555555555555555), ('0302', 0.027777777777777776), ('0304', 0.013888888888888888), ('0306', 0.013888888888888888), ('0400', 0.1597222222222222), ('0402', 0.013888888888888888), ('0403', 0.041666666666666664), ('0405', 0.0763888888888889), ('0406', 0.013888888888888888), ('0500', 0.125), ('0601', 0.041666666666666664), ('0602', 0.013888888888888888), ('0606', 0.013888888888888888)]"
"[[[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]]",1,"[('0000', 0.004008016032064128), ('0001', 0.008016032064128256), ('0002', 0.014028056112224449), ('0003', 0.008016032064128256), ('0004', 0.028056112224448898), ('0005', 0.03807615230460922), ('0006', 0.04208416833667335), ('0100', 0.04008016032064128), ('0101', 0.01603206412825651), ('0102', 0.022044088176352707), ('0103', 0.022044088176352707), ('0104', 0.022044088176352707), ('0105', 0.008016032064128256), ('0106', 0.004008016032064128), ('0200', 0.04809619238476954), ('0202', 0.028056112224448898), ('0203', 0.01603206412825651), ('0204', 0.056112224448897796), ('0205', 0.01603206412825651), ('0206', 0.004008016032064128), ('0300', 0.01603206412825651), ('0301', 0.004008016032064128), ('0302', 0.04008016032064128), ('0304', 0.028056112224448898), ('0306', 0.03206412825651302), ('0400', 0.02004008016032064), ('0402', 0.012024048096192385), ('0403', 0.06212424849699399), ('0404', 0.07214428857715431), ('0405', 0.004008016032064128), ('0406', 0.01603206412825651), ('0500', 0.004008016032064128), ('0501', 0.02004008016032064), ('0502', 0.004008016032064128), ('0503', 0.008016032064128256), ('0504', 0.03206412825651302), ('0505', 0.050100200400801605), ('0506', 0.06412825651302605), ('0600', 0.014028056112224449), ('0601', 0.012024048096192385), ('0602', 0.012024048096192385), ('0603', 0.004008016032064128), ('0604', 0.004008016032064128), ('0605', 0.01603206412825651), ('0606', 0.004008016032064128)]"
"[[[0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 1. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 1. 1. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [1. 0. 0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.036072144288577156), ('0001', 0.03406813627254509), ('0002', 0.03006012024048096), ('0004', 0.03006012024048096), ('0005', 0.006012024048096192), ('0006', 0.06613226452905811), ('0100', 0.006012024048096192), ('0101', 0.006012024048096192), ('0103', 0.08216432865731463), ('0104', 0.026052104208416832), ('0105', 0.050100200400801605), ('0106', 0.012024048096192385), ('0200', 0.006012024048096192), ('0201', 0.02004008016032064), ('0202', 0.04408817635270541), ('0204', 0.012024048096192385), ('0205', 0.006012024048096192), ('0206', 0.04408817635270541), ('0300', 0.02404809619238477), ('0301', 0.006012024048096192), ('0302', 0.056112224448897796), ('0305', 0.006012024048096192), ('0306', 0.02404809619238477), ('0400', 0.02004008016032064), ('0401', 0.028056112224448898), ('0402', 0.01603206412825651), ('0403', 0.050100200400801605), ('0406', 0.04008016032064128), ('0501', 0.01603206412825651), ('0502', 0.01603206412825651), ('0503', 0.02004008016032064), ('0600', 0.012024048096192385), ('0601', 0.04609218436873747), ('0602', 0.05410821643286573), ('0603', 0.006012024048096192), ('0604', 0.02004008016032064), ('0605', 0.01603206412825651), ('0606', 0.006012024048096192)]"
"[[[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.04609218436873747), ('0001', 0.012024048096192385), ('0002', 0.022044088176352707), ('0003', 0.006012024048096192), ('0004', 0.022044088176352707), ('0005', 0.026052104208416832), ('0006', 0.01002004008016032), ('0100', 0.03006012024048096), ('0101', 0.028056112224448898), ('0102', 0.01002004008016032), ('0103', 0.006012024048096192), ('0104', 0.01002004008016032), ('0105', 0.04408817635270541), ('0106', 0.012024048096192385), ('0200', 0.028056112224448898), ('0201', 0.036072144288577156), ('0202', 0.006012024048096192), ('0203', 0.028056112224448898), ('0204', 0.03006012024048096), ('0205', 0.012024048096192385), ('0206', 0.02004008016032064), ('0300', 0.028056112224448898), ('0301', 0.01002004008016032), ('0302', 0.022044088176352707), ('0304', 0.012024048096192385), ('0305', 0.056112224448897796), ('0306', 0.01002004008016032), ('0400', 0.012024048096192385), ('0401', 0.028056112224448898), ('0402', 0.01603206412825651), ('0403', 0.006012024048096192), ('0404', 0.022044088176352707), ('0405', 0.026052104208416832), ('0406', 0.01002004008016032), ('0500', 0.006012024048096192), ('0501', 0.04008016032064128), ('0502', 0.036072144288577156), ('0503', 0.01603206412825651), ('0504', 0.03006012024048096), ('0505', 0.02004008016032064), ('0506', 0.01603206412825651), ('0600', 0.03006012024048096), ('0601', 0.03006012024048096), ('0602', 0.028056112224448898), ('0603', 0.01002004008016032), ('0604', 0.012024048096192385), ('0605', 0.01002004008016032), ('0606', 0.012024048096192385)]"
"[[[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.014028056112224449), ('0001', 0.01002004008016032), ('0002', 0.006012024048096192), ('0003', 0.018036072144288578), ('0004', 0.01002004008016032), ('0005', 0.026052104208416832), ('0006', 0.02004008016032064), ('0100', 0.04809619238476954), ('0101', 0.006012024048096192), ('0102', 0.03006012024048096), ('0103', 0.018036072144288578), ('0104', 0.01002004008016032), ('0105', 0.04408817635270541), ('0106', 0.014028056112224449), ('0200', 0.018036072144288578), ('0202', 0.03006012024048096), ('0203', 0.01603206412825651), ('0204', 0.026052104208416832), ('0205', 0.02404809619238477), ('0206', 0.01603206412825651), ('0300', 0.014028056112224449), ('0301', 0.006012024048096192), ('0302', 0.01603206412825651), ('0304', 0.006012024048096192), ('0306', 0.04408817635270541), ('0400', 0.03006012024048096), ('0401', 0.07414829659318638), ('0402', 0.01603206412825651), ('0403', 0.026052104208416832), ('0404', 0.026052104208416832), ('0405', 0.006012024048096192), ('0406', 0.006012024048096192), ('0500', 0.014028056112224449), ('0501', 0.03006012024048096), ('0502', 0.04208416833667335), ('0503', 0.026052104208416832), ('0504', 0.03206412825651302), ('0505', 0.01002004008016032), ('0506', 0.050100200400801605), ('0600', 0.03006012024048096), ('0601', 0.01603206412825651), ('0602', 0.02404809619238477), ('0603', 0.006012024048096192), ('0604', 0.02404809619238477), ('0605', 0.014028056112224449), ('0606', 0.006012024048096192)]"
"[[[0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 1. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [1. 0. 0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 0. 0. 0.]]]",1,"[('0000', 0.02404809619238477), ('0001', 0.004008016032064128), ('0002', 0.03006012024048096), ('0004', 0.004008016032064128), ('0005', 0.014028056112224449), ('0006', 0.03206412825651302), ('0100', 0.04208416833667335), ('0101', 0.01603206412825651), ('0103', 0.014028056112224449), ('0104', 0.01603206412825651), ('0105', 0.004008016032064128), ('0106', 0.004008016032064128), ('0200', 0.03206412825651302), ('0201', 0.06613226452905811), ('0202', 0.022044088176352707), ('0204', 0.050100200400801605), ('0205', 0.004008016032064128), ('0206', 0.01603206412825651), ('0300', 0.022044088176352707), ('0301', 0.004008016032064128), ('0302', 0.03406813627254509), ('0305', 0.01603206412825651), ('0306', 0.02404809619238477), ('0400', 0.04008016032064128), ('0401', 0.04208416833667335), ('0402', 0.01002004008016032), ('0403', 0.04408817635270541), ('0406', 0.014028056112224449), ('0501', 0.04609218436873747), ('0502', 0.06012024048096192), ('0503', 0.014028056112224449), ('0504', 0.06813627254509018), ('0600', 0.01603206412825651), ('0601', 0.01603206412825651), ('0602', 0.026052104208416832), ('0603', 0.03406813627254509), ('0604', 0.008016032064128256), ('0605', 0.06212424849699399), ('0606', 0.004008016032064128)]"
"[[[0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 1. 0. 1. 0. 0. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [1. 0. 0. 0. 0. 1. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 1. 1. 1. 0. 1. 1.]
  [0. 0. 0. 1. 1. 0. 0.]]]",-1,"[('0000', 0.047619047619047616), ('0001', 0.047619047619047616), ('0002', 0.047619047619047616), ('0004', 0.047619047619047616), ('0005', 0.047619047619047616), ('0006', 0.047619047619047616), ('0100', 0.047619047619047616), ('0101', 0.047619047619047616), ('0102', 0.047619047619047616), ('0104', 0.047619047619047616), ('0105', 0.047619047619047616), ('0106', 0.047619047619047616), ('0200', 0.047619047619047616), ('0202', 0.047619047619047616), ('0204', 0.047619047619047616), ('0205', 0.047619047619047616), ('0206', 0.047619047619047616), ('0301', 0.047619047619047616), ('0302', 0.047619047619047616), ('0304', 0.047619047619047616), ('0306', 0.047619047619047616), ('0400', 0.0), ('0402', 0.0), ('0403', 0.0), ('0405', 0.0), ('0406', 0.0), ('0500', 0.0), ('0601', 0.0), ('0602', 0.0), ('0606', 0.0)]"
"[[[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]]",1,"[('0000', 0.018036072144288578), ('0001', 0.008016032064128256), ('0002', 0.01002004008016032), ('0003', 0.028056112224448898), ('0004', 0.01002004008016032), ('0005', 0.004008016032064128), ('0006', 0.04408817635270541), ('0100', 0.052104208416833664), ('0101', 0.03406813627254509), ('0102', 0.03406813627254509), ('0103', 0.01002004008016032), ('0104', 0.026052104208416832), ('0105', 0.022044088176352707), ('0106', 0.028056112224448898), ('0200', 0.004008016032064128), ('0201', 0.07414829659318638), ('0202', 0.004008016032064128), ('0203', 0.04609218436873747), ('0204', 0.026052104208416832), ('0205', 0.02404809619238477), ('0206', 0.01603206412825651), ('0300', 0.02404809619238477), ('0301', 0.01603206412825651), ('0302', 0.01002004008016032), ('0304', 0.01603206412825651), ('0306', 0.04008016032064128), ('0400', 0.022044088176352707), ('0401', 0.004008016032064128), ('0402', 0.028056112224448898), ('0403', 0.03807615230460922), ('0404', 0.004008016032064128), ('0405', 0.014028056112224449), ('0406', 0.022044088176352707), ('0500', 0.014028056112224449), ('0501', 0.018036072144288578), ('0502', 0.014028056112224449), ('0503', 0.028056112224448898), ('0504', 0.008016032064128256), ('0505', 0.01002004008016032), ('0506', 0.03807615230460922), ('0600', 0.008016032064128256), ('0601', 0.028056112224448898), ('0602', 0.004008016032064128), ('0603', 0.008016032064128256), ('0604', 0.03807615230460922), ('0605', 0.004008016032064128), ('0606', 0.018036072144288578)]"
"[[[0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 1. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 0. 0. 0. 0. 0. 1.]
  [0. 0. 0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.02004008016032064), ('0001', 0.012024048096192385), ('0002', 0.012024048096192385), ('0004', 0.012024048096192385), ('0005', 0.006012024048096192), ('0006', 0.03206412825651302), ('0100', 0.022044088176352707), ('0101', 0.006012024048096192), ('0103', 0.006012024048096192), ('0104', 0.036072144288577156), ('0105', 0.022044088176352707), ('0106', 0.03406813627254509), ('0200', 0.01603206412825651), ('0201', 0.006012024048096192), ('0202', 0.01603206412825651), ('0203', 0.026052104208416832), ('0204', 0.022044088176352707), ('0205', 0.06012024048096192), ('0206', 0.05410821643286573), ('0300', 0.026052104208416832), ('0301', 0.01603206412825651), ('0302', 0.04008016032064128), ('0304', 0.03406813627254509), ('0305', 0.01603206412825651), ('0306', 0.01603206412825651), ('0400', 0.012024048096192385), ('0401', 0.006012024048096192), ('0402', 0.01603206412825651), ('0403', 0.02004008016032064), ('0406', 0.012024048096192385), ('0500', 0.09619238476953908), ('0501', 0.03406813627254509), ('0502', 0.022044088176352707), ('0503', 0.01603206412825651), ('0504', 0.03406813627254509), ('0600', 0.006012024048096192), ('0601', 0.04809619238476954), ('0602', 0.022044088176352707), ('0603', 0.012024048096192385), ('0604', 0.036072144288577156), ('0605', 0.006012024048096192), ('0606', 0.03206412825651302)]"
"[[[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 1. 0. 1. 0. 0. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 0. 1. 1. 0. 0. 1.]
  [0. 0. 0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.006012024048096192), ('0001', 0.03206412825651302), ('0002', 0.06012024048096192), ('0003', 0.03807615230460922), ('0004', 0.006012024048096192), ('0005', 0.006012024048096192), ('0006', 0.03406813627254509), ('0100', 0.02404809619238477), ('0101', 0.06212424849699399), ('0102', 0.01002004008016032), ('0104', 0.01002004008016032), ('0105', 0.014028056112224449), ('0106', 0.018036072144288578), ('0200', 0.02404809619238477), ('0202', 0.01002004008016032), ('0204', 0.014028056112224449), ('0205', 0.028056112224448898), ('0206', 0.02404809619238477), ('0301', 0.02404809619238477), ('0302', 0.01002004008016032), ('0304', 0.05811623246492986), ('0306', 0.022044088176352707), ('0400', 0.006012024048096192), ('0402', 0.02404809619238477), ('0403', 0.04408817635270541), ('0405', 0.018036072144288578), ('0406', 0.006012024048096192), ('0500', 0.03406813627254509), ('0501', 0.06813627254509018), ('0504', 0.04609218436873747), ('0505', 0.014028056112224449), ('0600', 0.02404809619238477), ('0601', 0.022044088176352707), ('0602', 0.006012024048096192), ('0603', 0.03406813627254509), ('0604', 0.1062124248496994), ('0605', 0.006012024048096192), ('0606', 0.006012024048096192)]"
"[[[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]]",1,"[('0000', 0.004008016032064128), ('0001', 0.004008016032064128), ('0002', 0.004008016032064128), ('0003', 0.036072144288577156), ('0004', 0.008016032064128256), ('0005', 0.004008016032064128), ('0006', 0.014028056112224449), ('0100', 0.036072144288577156), ('0101', 0.03006012024048096), ('0102', 0.06012024048096192), ('0103', 0.004008016032064128), ('0104', 0.04408817635270541), ('0105', 0.008016032064128256), ('0106', 0.022044088176352707), ('0200', 0.008016032064128256), ('0201', 0.018036072144288578), ('0202', 0.008016032064128256), ('0203', 0.012024048096192385), ('0204', 0.06012024048096192), ('0205', 0.03006012024048096), ('0206', 0.028056112224448898), ('0300', 0.05811623246492986), ('0301', 0.052104208416833664), ('0302', 0.004008016032064128), ('0303', 0.008016032064128256), ('0304', 0.004008016032064128), ('0305', 0.004008016032064128), ('0306', 0.008016032064128256), ('0400', 0.02004008016032064), ('0401', 0.03006012024048096), ('0402', 0.008016032064128256), ('0403', 0.04609218436873747), ('0404', 0.004008016032064128), ('0405', 0.052104208416833664), ('0406', 0.014028056112224449), ('0500', 0.026052104208416832), ('0501', 0.026052104208416832), ('0502', 0.028056112224448898), ('0503', 0.026052104208416832), ('0504', 0.004008016032064128), ('0505', 0.022044088176352707), ('0506', 0.004008016032064128), ('0600', 0.014028056112224449), ('0601', 0.026052104208416832), ('0602', 0.012024048096192385), ('0603', 0.036072144288577156), ('0604', 0.004008016032064128), ('0605', 0.008016032064128256), ('0606', 0.008016032064128256)]"
"[[[0. 0. 0. 1. 0. 0. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [0. 1. 0. 1. 0. 0. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [1. 0. 0. 0. 1. 0. 0.]
  [1. 0. 0. 0. 1. 0. 0.]
  [1. 0. 0. 0. 0. 1. 0.]]

 [[0. 0. 0. 0. 0. 1. 1.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 1.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 1. 1. 1. 0. 1. 1.]
  [0. 0. 0. 1. 1. 0. 0.]]]",-1,"[('0000', 0.05063291139240506), ('0001', 0.05063291139240506), ('0002', 0.06329113924050633), ('0004', 0.0379746835443038), ('0101', 0.0379746835443038), ('0102', 0.0379746835443038), ('0104', 0.0379746835443038), ('0105', 0.0379746835443038), ('0106', 0.0379746835443038), ('0200', 0.0379746835443038), ('0202', 0.0379746835443038), ('0204', 0.0379746835443038), ('0205', 0.0379746835443038), ('0206', 0.0379746835443038), ('0301', 0.0759493670886076), ('0302', 0.0379746835443038), ('0304', 0.0379746835443038), ('0402', 0.0379746835443038), ('0403', 0.0379746835443038), ('0405', 0.0379746835443038), ('0406', 0.0379746835443038), ('0601', 0.0379746835443038), ('0602', 0.0379746835443038), ('0606', 0.0379746835443038)]"
"[[[1. 1. 1. 1. 1. 0. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [0. 1. 0. 1. 0. 1. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [1. 0. 0. 0. 1. 0. 0.]
  [1. 0. 0. 0. 1. 0. 0.]
  [1. 0. 0. 0. 0. 1. 0.]]

 [[0. 0. 0. 0. 0. 1. 1.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 1. 0. 0. 0. 1.]
  [0. 1. 0. 0. 1. 1. 1.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 1. 1. 1. 0. 1. 1.]
  [0. 0. 1. 1. 1. 0. 0.]]]",-1,"[('0101', 0.07142857142857142), ('0102', 0.07142857142857142), ('0104', 0.07142857142857142), ('0105', 0.07142857142857142), ('0106', 0.07142857142857142), ('0200', 0.07142857142857142), ('0204', 0.07142857142857142), ('0302', 0.07142857142857142), ('0402', 0.07142857142857142), ('0403', 0.07142857142857142), ('0405', 0.07142857142857142), ('0406', 0.07142857142857142), ('0601', 0.07142857142857142), ('0606', 0.07142857142857142)]"
"[[[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 1. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]]",-1,"[('0000', 0.006012024048096192), ('0001', 0.028056112224448898), ('0002', 0.012024048096192385), ('0003', 0.022044088176352707), ('0004', 0.02404809619238477), ('0005', 0.01603206412825651), ('0006', 0.03006012024048096), ('0100', 0.01603206412825651), ('0101', 0.01002004008016032), ('0103', 0.006012024048096192), ('0104', 0.022044088176352707), ('0105', 0.01002004008016032), ('0106', 0.012024048096192385), ('0200', 0.01002004008016032), ('0201', 0.028056112224448898), ('0202', 0.01002004008016032), ('0203', 0.01603206412825651), ('0204', 0.04408817635270541), ('0205', 0.012024048096192385), ('0206', 0.01002004008016032), ('0300', 0.026052104208416832), ('0301', 0.01603206412825651), ('0302', 0.02004008016032064), ('0303', 0.050100200400801605), ('0304', 0.01603206412825651), ('0305', 0.036072144288577156), ('0306', 0.03006012024048096), ('0400', 0.036072144288577156), ('0401', 0.026052104208416832), ('0402', 0.01002004008016032), ('0403', 0.02004008016032064), ('0404', 0.01603206412825651), ('0405', 0.02004008016032064), ('0406', 0.012024048096192385), ('0500', 0.02004008016032064), ('0501', 0.02004008016032064), ('0502', 0.006012024048096192), ('0503', 0.012024048096192385), ('0504', 0.03406813627254509), ('0505', 0.028056112224448898), ('0506', 0.022044088176352707), ('0600', 0.04408817635270541), ('0601', 0.03006012024048096), ('0602', 0.018036072144288578), ('0603', 0.012024048096192385), ('0604', 0.03406813627254509), ('0605', 0.03406813627254509), ('0606', 0.006012024048096192)]"
"[[[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 1. 0. 0. 0.]
  [0. 1. 0. 0. 0. 0. 0.]
  [1. 0. 0. 1. 0. 0. 0.]
  [0. 0. 0. 0. 1. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]]

 [[0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 0. 0.]
  [0. 0. 0. 0. 0. 1. 0.]
  [0. 1. 0. 0. 0. 0. 0.]
  [0. 0. 1. 1. 0. 0. 1.]
  [0. 0. 0. 0. 0. 0. 0.]]]",1,"[('0000', 0.05811623246492986), ('0001', 0.018036072144288578), ('0002', 0.01002004008016032), ('0003', 0.01002004008016032), ('0004', 0.01002004008016032), ('0005', 0.006012024048096192), ('0006', 0.04008016032064128), ('0100', 0.06012024048096192), ('0101', 0.006012024048096192), ('0102', 0.006012024048096192), ('0104', 0.06012024048096192), ('0105', 0.006012024048096192), ('0106', 0.01002004008016032), ('0200', 0.006012024048096192), ('0202', 0.028056112224448898), ('0203', 0.07214428857715431), ('0204', 0.01002004008016032), ('0205', 0.006012024048096192), ('0206', 0.028056112224448898), ('0301', 0.028056112224448898), ('0302', 0.02404809619238477), ('0304', 0.03807615230460922), ('0306', 0.01603206412825651), ('0400', 0.01603206412825651), ('0402', 0.01002004008016032), ('0403', 0.036072144288577156), ('0405', 0.012024048096192385), ('0406', 0.006012024048096192), ('0500', 0.03807615230460922), ('0501', 0.012024048096192385), ('0504', 0.06012024048096192), ('0505', 0.036072144288577156), ('0600', 0.04208416833667335), ('0601', 0.06412825651302605), ('0602', 0.012024048096192385), ('0603', 0.036072144288577156), ('0604', 0.022044088176352707), ('0605', 0.01603206412825651), ('0606', 0.02404809619238477)]"
